COLLEGE CODE,COLLEGE NAME,BRANCH CODE,BRANCH NAME,OC,BC,BCM,MBCV,MBCDNC,MBC,SC,SCA,ST
2341,"Ganesh College of Engineering, Attur Main Road, Mettupatti, Salem District
636111",ME,MECHANICAL ENGINEERING,142.59,,,,140.90,,,,
2342,"Sri Ranganathar Institute of Engineering and Technology, Thudialur-Kovilpalay Road, Coimbatore District 641110",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,158.87,,,,,,,,
2342,"Sri Ranganathar Institute of Engineering and Technology, Thudialur-Kovilpalay Road, Coimbatore District 641110",ME,MECHANICAL ENGINEERING,148.40,130.52,,,,,,,
2343,"Indian Institute of Handloom Technology, Foulke's Compound,
Thillai Nagar, Salem District 636001",HT,HANDLOOM AND TEXTILE TECHNOLOGY,,141.37,,,,,,,
2346,"Shree Sathyam College of Engineering and Technology, NH-47, Manjakkalpatti, Kuppanur Post,
Sankari Taluk, Salem District 637301",ME,MECHANICAL ENGINEERING,137.34,,,,,,,,
2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem District 636106",CS,COMPUTER SCIENCE AND ENGINEERING,,137.93,,,,,,,
2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem District 636106",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,162.26,,,,,
2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem District 636106",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,158.60,,,,,,,,147.87
2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem District 636106",ME,MECHANICAL ENGINEERING,168.39,149.59,,,156.63,,,,
2350,"Jairupaa College of Engineering, Thottiapalayam, Kathankanni Post,
Kangayam, Tiruppur District 641 604",ME,MECHANICAL ENGINEERING,118.33,,,,,,,,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore
District 642109",AD,Artificial Intelligence and Data Science,,,,,,,151.71,,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore
District 642109",CE,CIVIL  ENGINEERING,166.79,,,,,,,,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore
District 642109",CS,COMPUTER SCIENCE AND ENGINEERING,147.46,,,,,,145.29,,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore
District 642109",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,152.62,,,,,,,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore
District 642109",IT,INFORMATION TECHNOLOGY,,,,,,,,148.52,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore
District 642109",ME,MECHANICAL ENGINEERING,169.57,,,,,,,,
2367,"Arjun College of Technology, Chettiyakkapalayam, Kinathukadavu, Coimbatore District 642120",ME,MECHANICAL ENGINEERING,129.60,,,,,,,,
2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District
635704",CE,CIVIL  ENGINEERING,160.40,,,,,,,,
2369,"Government College of Engineering,
Chettikkarai Post, Dharmapuri District 635704",CS,COMPUTER SCIENCE AND ENGINEERING,170.53,153.89,,,,,,,
2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District
635704",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,,,,,162.01,,,
2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District
635704",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",,,,155.21,,,,,
2369,"Government College of Engineering,
Chettikkarai Post, Dharmapuri District 635704",ME,MECHANICAL ENGINEERING,,,,,,,137.82,,
2377,"PSG Institute of Technology and Applied Research, Avinashi Road,
Neelambur, Coimbatore 641062",CE,CIVIL  ENGINEERING,,,,,,,156.10,,
2377,"PSG Institute of Technology and
Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,171.70,,,,,,,
2377,"PSG Institute of Technology and Applied Research, Avinashi Road,
Neelambur, Coimbatore 641062",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",178.62,171.43,,,,,,,
2377,"PSG Institute of Technology and Applied Research, Avinashi Road,
Neelambur, Coimbatore 641062",ME,MECHANICAL ENGINEERING,,,,,172.34,,,163.35,
2602,"Annai Mathammal Sheela Enginereing College, Erumapatty Post, Namakkal
District 637013",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,,,143.63,,
2602,"Annai Mathammal Sheela Enginereing College, Erumapatty Post, Namakkal
District 637013",IE,INDUSTRIAL ENGINEERING,167.49,,,,,,,,
2603,"Government College of Engineering
(Autonomous), Bargur, Krishnagiri District 635104",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",169.70,,,,,,,,
2603,"Government College of Engineering
(Autonomous), Bargur, Krishnagiri District 635104",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",,163.70,,,,,150.18,,
2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri
District 635104",ME,MECHANICAL ENGINEERING,163.87,,,,,,,,
2606,"Jayam College of Engineering and Technology, Nallanur Post,
Dharmapuri District 636813",CS,COMPUTER SCIENCE AND ENGINEERING,170.79,139.34,,,,,,,
2606,"Jayam College of Engineering and
Technology, Nallanur Post, Dharmapuri District 636813",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,155.81,,,,,,,
2606,"Jayam College of Engineering and Technology, Nallanur Post, Dharmapuri
District 636813",ME,MECHANICAL ENGINEERING,,,,156.32,,,,,
2607,"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",CS,COMPUTER SCIENCE AND ENGINEERING,155.19,,,,,,,,
2607,"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,160.12,,,,,,,,
2607,"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,147.26,,,,,,,,
2607,"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",ME,MECHANICAL ENGINEERING,153.59,139.10,,,,,,,
2607,"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",TX,TEXTILE TECHNOLOGY,,134.00,,,,,,,
2608,"M Kumarasamy College of Engineering (Autonomous), Thalavapalayam, Karur District
639113",CE,CIVIL  ENGINEERING,168.46,,,,,,,,
2608,"M Kumarasamy College of Engineering (Autonomous), Thalavapalayam, Karur District
639113",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,165.35,,,,,,,,
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District
637503",CE,CIVIL  ENGINEERING,144.52,,,,,,,,
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District
637503",CS,COMPUTER SCIENCE AND ENGINEERING,157.35,133.29,,,,,,,
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District
637503",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.01,,,,,,,,
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District
637503",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,148.46,,,,,,,,
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District
637503",IT,INFORMATION TECHNOLOGY,137.79,,,,,,,,
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District
637503",ME,MECHANICAL ENGINEERING,153.84,,,,,,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District
637408",CE,CIVIL  ENGINEERING,161.98,,,,,,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District
637408",CS,COMPUTER SCIENCE AND ENGINEERING,146.57,,,,,,,,
2610,"Muthayammal Engineering College
(Autonomous), Rasipuram, Namakkal District 637408",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",139.12,,,,,,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal
District 637408",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,155.73,141.66,,,,,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal
District 637408",ME,MECHANICAL ENGINEERING,165.01,144.65,,,,,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal
District 637408",MZ,Mechatronics Engineering,145.38,137.07,,,,,,,
2611,"Paavai Engineering College
(Autonomous) , NH-7, Pachal Post, Namakkal District 637018",AE,AERONAUTICAL ENGINEERING,,,,,,,144.51,,
2611,"Paavai Engineering College (Autonomous) , NH-7, Pachal Post,
Namakkal District 637018",AG,AGRICULTURE ENGINEERING,141.42,,,,,,,,
2611,"Paavai Engineering College (Autonomous) , NH-7, Pachal Post,
Namakkal District 637018",CE,CIVIL  ENGINEERING,159.20,,,,,,,,
2611,"Paavai Engineering College (Autonomous) , NH-7, Pachal Post,
Namakkal District 637018",CS,COMPUTER SCIENCE AND ENGINEERING,152.92,,,,,,,,
2611,"Paavai Engineering College (Autonomous) , NH-7, Pachal Post,
Namakkal District 637018",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",157.65,,,,,,,,
2611,"Paavai Engineering College (Autonomous) , NH-7, Pachal Post,
Namakkal District 637018",FD,FOOD TECHNOLOGY,158.79,,,,,,,,
2611,"Paavai Engineering College (Autonomous) , NH-7, Pachal Post,
Namakkal District 637018",MC,MECHATRONICS,143.53,,,,,,,,
2611,"Paavai Engineering College
(Autonomous) , NH-7, Pachal Post, Namakkal District 637018",ME,MECHANICAL ENGINEERING,158.95,143.76,,,,,,,
2613,"K S R College of Engineering
(Autonomous), Tiruchengode, Namakkal District 637215",CE,CIVIL  ENGINEERING,,,,177.29,,,,,
2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal
District 637215",CS,COMPUTER SCIENCE AND ENGINEERING,162.01,,,,,,,,
2613,"K S R College of Engineering (Autonomous), Tiruchengode,
Namakkal District 637215",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",172.01,,,,,,,,
2613,"K S R College of Engineering (Autonomous), Tiruchengode,
Namakkal District 637215",ME,MECHANICAL ENGINEERING,,,,,,,174.23,,
2614,"S S M College of Engineering, Komarapalayam, Namakkal District
638183",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",144.24,,,,,,,,
2614,"S S M College of Engineering,
Komarapalayam, Namakkal District 638183",TC,TEXTILE CHEMISTRY,169.95,,,,,,,,
2614,"S S M College of Engineering,
Komarapalayam, Namakkal District 638183",TX,TEXTILE TECHNOLOGY,,,,,,,165.62,,
2615,"Government College of Engineering (Autonomous), Karuppur, Salem
District 636011",CE,CIVIL  ENGINEERING,177.10,171.81,,,,,,,
2615,"Government College of Engineering (Autonomous), Karuppur, Salem
District 636011",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,165.92,,,,,
2615,"Government College of Engineering
(Autonomous), Karuppur, Salem District 636011",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",172.27,165.24,,,,,,,
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District
636011",ME,MECHANICAL ENGINEERING,177.68,174.92,,,163.14,,,,
2617,"Sengunthar Engineering College
(Autonomous), Tiruchengode, Namakkal District 637205",CE,CIVIL  ENGINEERING,118.67,,,,,,,,
2617,"Sengunthar Engineering College (Autonomous), Tiruchengode,
Namakkal District 637205",CS,COMPUTER SCIENCE AND ENGINEERING,161.59,,,,,,,,
2617,"Sengunthar Engineering College (Autonomous), Tiruchengode,
Namakkal District 637205",ME,MECHANICAL ENGINEERING,,,,,,,138.52,,
2618,"Sona College of Technology (Autonomous), Suramangalam Post,
Salem District 636005",CE,CIVIL  ENGINEERING,156.03,,,,,,,,
2618,"Sona College of Technology (Autonomous), Suramangalam Post,
Salem District 636005",CS,COMPUTER SCIENCE AND ENGINEERING,151.95,,,,,,,,
2618,"Sona College of Technology (Autonomous), Suramangalam Post,
Salem District 636005",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",153.65,,,148.60,,,,,
2618,"Sona College of Technology (Autonomous), Suramangalam Post,
Salem District 636005",FT,FASHION TECHNOLOGY,151.98,,,,,,,,
2618,"Sona College of Technology (Autonomous), Suramangalam Post,
Salem District 636005",IT,INFORMATION TECHNOLOGY,142.29,,,,,,,,
2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem
District 636005",ME,MECHANICAL ENGINEERING,162.92,,,,,,131.00,,
2621,"Er. Perumal Manimekalai College of
Engineering, Near Koneripalli, Hosur, Krishnagiri District 635117",MZ,Mechatronics Engineering,151.63,,,,,,,,
2622,"V S B Engineering College, Kovai Road, Karur District 639111",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",160.03,,,,,,,,
2622,"V S B Engineering College, Kovai Road, Karur District 639111",IT,INFORMATION TECHNOLOGY,161.31,,,,,,,,
2622,"V S B Engineering College, Kovai Road, Karur District 639111",ME,MECHANICAL ENGINEERING,154.33,,,,,,,,
2623,"Mahendra College of Engineering, Attur Road, Minnampalli, Valapady,
Salem District 636106",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",140.95,,,,,,,,
2623,"Mahendra College of Engineering, Attur Road, Minnampalli, Valapady,
Salem District 636106",IT,INFORMATION TECHNOLOGY,137.52,,,,,,,,
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",AD,Artificial Intelligence and Data Science,149.60,,,,,,,,
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",AG,AGRICULTURE ENGINEERING,135.84,,,,,,,,
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",BM,BIO MEDICAL ENGINEERING,136.51,,,,,,,,
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",151.57,,,,,,,,
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",ME,MECHANICAL ENGINEERING,,,,,,,138.35,,
2625,"The Kavery Engineering College, M
Kalipatti Post, Mecheri, Salem District 634456",CS,COMPUTER SCIENCE AND ENGINEERING,141.17,,,,,,,,
2625,"The Kavery Engineering College, M Kalipatti Post, Mecheri, Salem District
634456",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",155.20,,,,,,,,
2625,"The Kavery Engineering College, M Kalipatti Post, Mecheri, Salem District
634456",IT,INFORMATION TECHNOLOGY,152.42,,,,,,,,
2625,"The Kavery Engineering College, M Kalipatti Post, Mecheri, Salem District
634456",ME,MECHANICAL ENGINEERING,155.35,,,145.24,,,,,
2627,"Selvam College of Technology, Pappanaickenpatti Post, Namakkal
District 637003",BT,BIO TECHNOLOGY,139.15,,,,,,,,
2627,"Selvam College of Technology, Pappanaickenpatti Post, Namakkal
District 637003",CS,COMPUTER SCIENCE AND ENGINEERING,158.40,,,,,,,,
2627,"Selvam College of Technology, Pappanaickenpatti Post, Namakkal
District 637003",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",171.39,146.06,,,,,,,
2627,"Selvam College of Technology,
Pappanaickenpatti Post, Namakkal District 637003",ME,MECHANICAL ENGINEERING,,,,,150.90,,,,
2628,"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018",CS,COMPUTER SCIENCE AND ENGINEERING,157.29,,,,,,,,
2628,"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",157.85,138.35,,,,,,,
2629,"Sengunthar College of Engineering, Tiruchengode, Namakkal District 637205",IT,INFORMATION TECHNOLOGY,149.01,,,,,,,,
2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri, Mallasamudram,  Namakkal District
637503",CS,COMPUTER SCIENCE AND ENGINEERING,139.54,,,,,,,,
2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri, Mallasamudram,  Namakkal District
637503",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,153.58,,,,,,,,
2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri, Mallasamudram,  Namakkal District
637503",ME,MECHANICAL ENGINEERING,138.09,,,,,,,,
2634,"Excel Engineering College (Autonomous), NH- 544, Salem Main Road, Pallakapalayam, Sankari West Post, Komarapalayam Taluk, Namakkal District - 637303",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,141.85,,,,,,,,
2634,"Excel Engineering College (Autonomous), NH- 544, Salem Main Road, Pallakapalayam, Sankari West Post, Komarapalayam Taluk, Namakkal District - 637303",FD,FOOD TECHNOLOGY,166.79,,,,,,,,
2634,"Excel Engineering College (Autonomous), NH- 544, Salem Main Road, Pallakapalayam, Sankari West Post, Komarapalayam Taluk, Namakkal District - 637303",IT,INFORMATION TECHNOLOGY,,,,,,,148.32,,
2634,"Excel Engineering College (Autonomous), NH- 544, Salem Main Road, Pallakapalayam, Sankari West Post, Komarapalayam Taluk, Namakkal District - 637303",ME,MECHANICAL ENGINEERING,170.62,150.84,,,,,163.96,,
2635,"C M S College of Engineering, Emapuram Post, Namakkal District
637003",CS,COMPUTER SCIENCE AND ENGINEERING,130.83,,,,,,,,
2635,"C M S College of Engineering, Emapuram Post, Namakkal District
637003",ME,MECHANICAL ENGINEERING,138.03,,,,,,,,
2636,"A V S Engineering College, Military Road, Ammapet, Salem District 636003",AD,Artificial Intelligence and Data Science,160.32,,146.32,,,,,,
2636,"A V S Engineering College, Military Road, Ammapet, Salem District
636003",CE,CIVIL  ENGINEERING,167.03,,,,,,,,
2636,"A V S Engineering College, Military Road, Ammapet, Salem District
636003",CS,COMPUTER SCIENCE AND ENGINEERING,171.54,,,162.54,,,,,
2636,"A V S Engineering College, Military Road, Ammapet, Salem District
636003",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",172.37,171.54,,,,,,,
2636,"A V S Engineering College, Military Road, Ammapet, Salem District
636003",ME,MECHANICAL ENGINEERING,162.42,,,,,,,146.51,
2639,"Narasus Sarathy Institute of Technology, Poosaripatty Village,
Omalur Taluk, Salem District 636305",CS,COMPUTER SCIENCE AND ENGINEERING,,152.26,,,,,,,
2639,"Narasus Sarathy Institute of
Technology, Poosaripatty Village, Omalur Taluk, Salem District 636305",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,,,153.17,,,,,
2639,"Narasus Sarathy Institute of
Technology, Poosaripatty Village, Omalur Taluk, Salem District 636305",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",166.93,,,,,,,,
2639,"Narasus Sarathy Institute of
Technology, Poosaripatty Village, Omalur Taluk, Salem District 636305",ME,MECHANICAL ENGINEERING,158.60,,150.34,,,,,,
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District 635352",CS,COMPUTER SCIENCE AND ENGINEERING,160.51,,,,,,,,
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District 635352",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",116.00,,,,,,,,
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District 635352",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,138.09,,137.79,,,,,,
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District 635352",ME,MECHANICAL ENGINEERING,134.35,,,,,,,,
2641,"Varuvan Vadivelan Institute of Technology, Nallanahalli, Dharmapuri
District 636701",CS,COMPUTER SCIENCE AND ENGINEERING,134.09,,,,,,,,
2641,"Varuvan Vadivelan Institute of Technology, Nallanahalli, Dharmapuri
District 636701",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",157.26,,,,,,,,
2641,"Varuvan Vadivelan Institute of Technology, Nallanahalli, Dharmapuri
District 636701",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",,,,157.01,,,,,
2641,"Varuvan Vadivelan Institute of
Technology, Nallanahalli, Dharmapuri District 636701",ME,MECHANICAL ENGINEERING,148.60,,,,,,,,
2642,"P S V College of Engineeering and Technology, Mittapalli, Balinayanapalli Post, Elathagiri,
Krishnagiri District 635108",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,,,159.20,,
2642,"P S V College of Engineeering and Technology, Mittapalli, Balinayanapalli Post, Elathagiri,
Krishnagiri District 635108",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,142.43,,,,
2642,"P S V College of Engineeering and Technology, Mittapalli, Balinayanapalli Post, Elathagiri,
Krishnagiri District 635108",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,140.73,,,,,,,,
2642,"P S V College of Engineeering and Technology, Mittapalli, Balinayanapalli Post, Elathagiri,
Krishnagiri District 635108",ME,MECHANICAL ENGINEERING,135.34,,,,,,,,
2646,"Tagore Institute of Engineering and Technology, Deviyakurichi, Attur
Taluk, Salem District 636112",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",154.15,,,,,,,,
2646,"Tagore Institute of Engineering and Technology, Deviyakurichi, Attur
Taluk, Salem District 636112",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",169.27,152.59,,,,,,,
2646,"Tagore Institute of Engineering and Technology, Deviyakurichi, Attur
Taluk, Salem District 636112",ME,MECHANICAL ENGINEERING,147.32,,,,123.12,,,,
2648,"Annaporna Engineering College, Sankari Main Road, NH-47, Periaseeragapadi, Salem District
636308",CS,COMPUTER SCIENCE AND ENGINEERING,152.29,,,,,,,,
2648,"Annaporna Engineering College, Sankari Main Road, NH-47, Periaseeragapadi, Salem District
636308",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,144.46,,,,,,,,
2648,"Annaporna Engineering College, Sankari Main Road, NH-47, Periaseeragapadi, Salem District
636308",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,144.98,,,,,,,,
2650,"Christ the King Engineering College, Cecilia Gardens, Chikkarampalayam
Village, Coimbatore District 641104",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,156.59,,,,
2650,"Christ the King Engineering College, Cecilia Gardens, Chikkarampalayam
Village, Coimbatore District 641104",ME,MECHANICAL ENGINEERING,155.21,137.33,,,,,,,
2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam,
Tiruppur District 638660",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",167.98,,,,,,,,
2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam,
Tiruppur District 638660",FT,FASHION TECHNOLOGY,,137.09,,,,,,,
2652,"Al-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post, Erode District
638104",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,149.63,,,,
2652,"Al-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post, Erode District
638104",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,156.06,,,,,,,
2652,"Al-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post, Erode District
638104",IT,INFORMATION TECHNOLOGY,165.43,,,,,,,,
2652,"Al-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post, Erode District
638104",ME,MECHANICAL ENGINEERING,174.32,,,,,,,,
2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post,
Salem District 637504",CS,COMPUTER SCIENCE AND ENGINEERING,157.23,154.54,,,,,,,
2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post, Salem
District 637504",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",160.37,153.08,,,,,,,
2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post,
Salem District 637504",ME,MECHANICAL ENGINEERING,162.40,159.78,,,,,,,
2656,"Builders engineering college, Nathakadaiyur, Erode Road, Palayakottai Village, Kangeyam, Tiruppur District 638108",ME,MECHANICAL ENGINEERING,150.43,,,,,,,,
2657,"Paavai College of Technology, NH-7, Pachal Post, Namakkal District 637018",ME,MECHANICAL ENGINEERING,,,,,,,158.54,,
2657,"Paavai College of Technology, NH-7, Pachal Post, Namakkal District 637018",RM,ROBOTICS AND AUTOMATION,151.87,,,,,,,,
2658,"V S A Group of Institutions, NH-47, Uthamasola Puram Post, Salem
District 636010",CS,COMPUTER SCIENCE AND ENGINEERING,142.27,,,,,,,,
2658,"V S A Group of Institutions, NH-47, Uthamasola Puram Post, Salem
District 636010",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",,,,145.60,,,,,
2659,"Salem College of Engineering and Technology, Salem-Attur Main Road, NH-68, Mettupatty Perumapalayam, Salem District 636111",CE,CIVIL  ENGINEERING,149.92,,,,,,,,
2659,"Salem College of Engineering and Technology, Salem-Attur Main Road, NH-68, Mettupatty Perumapalayam, Salem District 636111",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.60,,,,,,,,
2659,"Salem College of Engineering and Technology, Salem-Attur Main Road, NH-68, Mettupatty Perumapalayam, Salem District 636111",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,157.65,149.65,,,,,,,
2659,"Salem College of Engineering and Technology, Salem-Attur Main Road, NH-68, Mettupatty Perumapalayam, Salem District 636111",ME,MECHANICAL ENGINEERING,,,,,139.54,,106.26,,
2673,"Sree Sakthi Engineering College, Bettathapuram, Bilichi Village, Karamadai, Coimbatore District
641104",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,149.85,,
2673,"Sree Sakthi Engineering College, Bettathapuram, Bilichi Village, Karamadai, Coimbatore District
641104",ME,MECHANICAL ENGINEERING,140.54,,,,,,,,
2683,"Shreenivasa Engineering College, B Pallipatti, Bommidi, Pappireddipatti
Taluk, Dharmapuri District 635301",ME,MECHANICAL ENGINEERING,144.87,,,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District
638401",AD,Artificial Intelligence and Data Science,156.15,,,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District
638401",AG,AGRICULTURE ENGINEERING,146.78,,,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District
638401",CS,COMPUTER SCIENCE AND ENGINEERING,170.68,160.40,,,,168.26,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District
638401",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,161.23,,,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District
638401",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,169.29,,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District
638401",IT,INFORMATION TECHNOLOGY,173.19,165.37,162.25,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District
638401",ME,MECHANICAL ENGINEERING,170.67,170.53,,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District
638401",TX,TEXTILE TECHNOLOGY,,,,,156.23,,,,
2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post, Coimbatore
District 641109",ME,MECHANICAL ENGINEERING,160.57,152.89,,,,,,,
2705,"C S I College of Engineering, Ketti, The Nilgiris 643215",CS,COMPUTER SCIENCE AND ENGINEERING,134.26,,,,,,,,
2705,"C S I College of Engineering, Ketti, The Nilgiris 643215",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",165.15,,,,,,,,
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore
District 642003",CS,COMPUTER SCIENCE AND ENGINEERING,143.98,,,,,,,,
