COLLEGE CODE,COLLEGE NAME,BRANCH CODE,BRANCH NAME,OC,BC,BCM,MBCV,MBCDNC,MBC,SC,SCA,ST
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore
District 642003",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,157.17,,,,,,,,
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore
District 642003",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,144.98,,,,,,,,
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore
District 642003",IT,INFORMATION TECHNOLOGY,,169.92,,,,,,,
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore
District 642003",ME,MECHANICAL ENGINEERING,163.34,161.92,,,,,,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode
District 638057",AD,Artificial Intelligence and Data Science,,160.76,,,,,166.23,,
2707,"Erode Sengunthar Engineering College
(Autonomous), Thudupathi Post, Erode District 638057",AG,AGRICULTURE ENGINEERING,,,,146.52,,,,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post,
Erode District 638057",BM,BIO MEDICAL ENGINEERING,,146.60,,,,,,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post,
Erode District 638057",CD,COMPUTER SCIENCE AND DESIGN,,149.54,,,,,,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post,
Erode District 638057",CH,CHEMICAL  ENGINEERING,178.76,,,,,,,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post,
Erode District 638057",CJ,"M.Tech. Computer Science and Engineering
(Integrated 5 years)",156.65,,,,,,,,
2707,"Erode Sengunthar Engineering College
(Autonomous), Thudupathi Post, Erode District 638057",CS,COMPUTER SCIENCE AND ENGINEERING,146.45,142.60,,,,,137.51,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post,
Erode District 638057",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",172.12,164.53,,,,,,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post,
Erode District 638057",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",141.92,,,,,,,,
2707,"Erode Sengunthar Engineering College
(Autonomous), Thudupathi Post, Erode District 638057",EI,"ELECTRONICS AND INSTRUMENTATION
ENGINEERING",,,,,,,169.14,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode
District 638057",ME,MECHANICAL ENGINEERING,,161.09,,,,,,,150.57
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode
District 638057",XM,"MECHANICAL ENGINEERING (TAMIL
MEDIUM)",143.59,,,,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore
District 641032",AU,AUTOMOBILE ENGINEERING,141.03,,,,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore
District 641032",CE,CIVIL  ENGINEERING,164.59,,,,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore
District 641032",CS,COMPUTER SCIENCE AND ENGINEERING,141.46,,,,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore
District 641032",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,163.56,162.26,,,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore
District 641032",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,,,,161.40,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore
District 641032",ME,MECHANICAL ENGINEERING,160.07,,,,156.57,,,,
2709,"Government Engineering College (Formerly Institute of Road and Transport Technology), Vasavi College
Post, Erode District 638316",AU,AUTOMOBILE ENGINEERING,,172.46,,,,,,,
2709,"Government Engineering College (Formerly Institute of Road and Transport Technology), Vasavi College
Post, Erode District 638316",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,162.53,
2709,"Government Engineering College (Formerly Institute of Road and Transport Technology), Vasavi College
Post, Erode District 638316",IT,INFORMATION TECHNOLOGY,,177.79,,,,,,,
2709,"Government Engineering College (Formerly Institute of Road and Transport Technology), Vasavi College
Post, Erode District 638316",ME,MECHANICAL ENGINEERING,,,,,148.13,,,,
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",CD,COMPUTER SCIENCE AND DESIGN,148.54,,,,,,,,
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",CS,COMPUTER SCIENCE AND ENGINEERING,157.90,,,,,,138.49,,
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,148.29,,,,,,,,
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",IT,INFORMATION TECHNOLOGY,122.12,,,,,,,,
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",ME,MECHANICAL ENGINEERING,158.97,152.65,,,157.68,,,,
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",SC,Computer Science and Engineering (Cyber Security),,156.59,,,,,,,
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",TS,Computer Science and Technology,,162.42,,,,,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode
District 638052",AD,Artificial Intelligence and Data Science,167.17,154.17,,,,,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode
District 638052",AU,AUTOMOBILE ENGINEERING,151.51,,,,,,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode
District 638052",CS,COMPUTER SCIENCE AND ENGINEERING,163.32,159.54,,,,,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode
District 638052",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",153.58,,,,,,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode
District 638052",ME,MECHANICAL ENGINEERING,164.42,,,,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",AU,AUTOMOBILE ENGINEERING,,159.18,,,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",BT,BIO TECHNOLOGY,162.14,,,,,,,,
2712,"Kumaraguru College of Technology
(Autonomous), Chinnavedampatti Post, Coimbatore District 641006",CE,CIVIL  ENGINEERING,169.81,166.48,,,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti
Post, Coimbatore District 641006",CS,COMPUTER SCIENCE AND ENGINEERING,179.20,,,,162.01,,163.12,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti
Post, Coimbatore District 641006",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",178.95,178.84,172.51,161.87,,,,,
2712,"Kumaraguru College of Technology
(Autonomous), Chinnavedampatti Post, Coimbatore District 641006",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,170.92,166.62,,,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti
Post, Coimbatore District 641006",EI,"ELECTRONICS AND
INSTRUMENTATION ENGINEERING",174.15,170.35,,,,,,,
2712,"Kumaraguru College of Technology
(Autonomous), Chinnavedampatti Post, Coimbatore District 641006",IT,INFORMATION TECHNOLOGY,179.15,,,,,178.78,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti
Post, Coimbatore District 641006",ME,MECHANICAL ENGINEERING,,180.28,,,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti
Post, Coimbatore District 641006",MZ,Mechatronics Engineering,173.87,170.96,,,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",SE,Information Science and Engineering,177.59,174.76,,,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",TX,TEXTILE TECHNOLOGY,160.90,,,,,,,147.85,
2713,"M P Nachimuthu M Jagannathan
Engineering College, Chennimalai, Erode District 638112",CS,COMPUTER SCIENCE AND ENGINEERING,159.79,,,,,,,,
2713,"M P Nachimuthu M Jagannathan Engineering College, Chennimalai,
Erode District 638112",ME,MECHANICAL ENGINEERING,149.37,,,,,,,,
2715,"Nandha Engineering College (Autonomous), Pitchandampalayam
Post, Erode District 638052",AD,Artificial Intelligence and Data Science,154.87,,,,,,,,
2715,"Nandha Engineering College (Autonomous), Pitchandampalayam
Post, Erode District 638052",CH,CHEMICAL  ENGINEERING,,149.02,,,,,,,
2715,"Nandha Engineering College (Autonomous), Pitchandampalayam
Post, Erode District 638052",CS,COMPUTER SCIENCE AND ENGINEERING,150.66,,,,,,141.35,,
2715,"Nandha Engineering College (Autonomous), Pitchandampalayam
Post, Erode District 638052",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",142.40,,,,,,,,
2715,"Nandha Engineering College (Autonomous), Pitchandampalayam
Post, Erode District 638052",ME,MECHANICAL ENGINEERING,160.83,147.92,,,,,,,
2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore
District 641659",CS,COMPUTER SCIENCE AND ENGINEERING,,152.21,,,,,,,
2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore District
641659",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,,,,,,158.81,,
2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore District
641659",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",150.78,,,,,,,,
2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore District
641659",RM,ROBOTICS AND AUTOMATION,164.50,,,,,,,,
2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore
District 641659",TX,TEXTILE TECHNOLOGY,146.09,,,,,,,,
2717,"Sasurie College of Engineering,
Vijayamangalam, Tiruppur District 638056",CS,COMPUTER SCIENCE AND ENGINEERING,,157.04,,,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District
641008",AD,Artificial Intelligence and Data Science,181.04,178.85,,,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District
641008",CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),,,,156.18,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District
641008",CS,COMPUTER SCIENCE AND ENGINEERING,174.29,169.84,,,158.43,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District
641008",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,169.62,158.18,,,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District
641008",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,164.93,143.09,,,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District
641008",IT,INFORMATION TECHNOLOGY,167.42,165.90,,,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District
641008",ME,MECHANICAL ENGINEERING,164.66,164.51,,,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District
641008",MZ,Mechatronics Engineering,158.26,158.23,,,,157.56,,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",CS,COMPUTER SCIENCE AND ENGINEERING,165.22,,,,152.85,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,142.00,,,,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",IT,INFORMATION TECHNOLOGY,162.13,,,,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",ME,MECHANICAL ENGINEERING,,153.18,,139.51,,,,,
2721,"Tamilnadu College of Engineering,
Karumathampatti Post, Coimbatore District 641659",CE,CIVIL  ENGINEERING,,,,,,144.81,,,
2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District
641659",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,,,150.79,,
2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District
641659",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,,148.05,,,,
2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore
District 641659",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",147.71,,,,,,,,
2721,"Tamilnadu College of Engineering,
Karumathampatti Post, Coimbatore District 641659",IC,INSTRUMENTATION AND CONTROL ENGINEERING,,156.40,,,,,,,
2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore
District 641659",ME,MECHANICAL ENGINEERING,148.54,,,,,,,,
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post,
Coimbatore District 641042",CS,COMPUTER SCIENCE AND ENGINEERING,141.87,,,,,,,,
2722,"Sri Krishna College of Technology
(Autonomous) , Kovaipudur Post, Coimbatore District 641042",IT,INFORMATION TECHNOLOGY,149.79,144.59,,,,,,,
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post,
Coimbatore District 641042",ME,MECHANICAL ENGINEERING,163.40,158.43,,,,,,,
2723,"Velalar College of Engineering and
Technology (Autonomous), Thindal Post, Erode District 638009",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",176.32,174.61,,,,,,,
2726,"S N S College of Technology
(Autonomous), Kalappatti Post, Coimbatore District 641035",AU,AUTOMOBILE ENGINEERING,175.94,161.78,,,,,,,
2726,"S N S College of Technology
(Autonomous), Kalappatti Post, Coimbatore District 641035",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",164.21,,,,,,,,
2726,"S N S College of Technology
(Autonomous), Kalappatti Post, Coimbatore District 641035",IT,INFORMATION TECHNOLOGY,163.12,,,,,,,,
2726,"S N S College of Technology (Autonomous), Kalappatti Post,
Coimbatore District 641035",ME,MECHANICAL ENGINEERING,156.66,,,,150.78,,,,
2726,"S N S College of Technology (Autonomous), Kalappatti Post,
Coimbatore District 641035",MZ,Mechatronics Engineering,164.43,,,,,,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post,
Comibatore District 641062",AD,Artificial Intelligence and Data Science,144.34,,,,,,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post,
Comibatore District 641062",AG,AGRICULTURE ENGINEERING,177.51,,,,,,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post,
Comibatore District 641062",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,161.53,,,,,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post,
Comibatore District 641062",IT,INFORMATION TECHNOLOGY,168.62,,,,,,,,
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post,
Coimbatore District 641105",AE,AERONAUTICAL ENGINEERING,153.26,150.78,,,,,,,
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post,
Coimbatore District 641105",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,,,147.34,,
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post,
Coimbatore District 641105",ME,MECHANICAL ENGINEERING,,,,,,,149.32,,
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur,
Coimbatore District 641402",CS,COMPUTER SCIENCE AND ENGINEERING,174.81,143.43,,,,,,,
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur,
Coimbatore District 641402",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,,152.85,,,,
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur,
Coimbatore District 641402",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,137.90,,
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur,
Coimbatore District 641402",PD,PETRO CHEMICAL ENGINEERING,171.92,,,,,,,,
2733,"Angel College of Engineering and Technology, P.K.Palayam, Ugayanur
Village, Tirupur District 641 665",FT,FASHION TECHNOLOGY,,,,,,,151.78,,
2734,"S N S College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore
District 641107",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,,155.59,,,
2734,"S N S College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore
District 641107",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,171.32,,,,,,,,
2734,"S N S College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",SB,"Computer Science and
Engineering (Internet of Things and Cyber Security including Block Chain Technology)",151.37,,,,,,,,
2735,"Karpagam Institute of Technology,
Seerapalayam Village, L&T By pass Road, Coimbatore District 641021",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",148.57,,,,,,,,
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road,
Coimbatore District 641021",IT,INFORMATION TECHNOLOGY,,,,,,,144.34,,
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass
Road, Coimbatore District 641021",ME,MECHANICAL ENGINEERING,171.75,,,,,,,,
2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District
641035",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",164.10,,,,,,,,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu,
Coimbatore District 641202",CO,COMPUTER AND COMMUNICATION ENGINEERING,174.25,,,,,,,,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu,
Coimbatore District 641202",CS,COMPUTER SCIENCE AND ENGINEERING,168.71,,,,,,,,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu,
Coimbatore District 641202",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,152.59,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu,
Coimbatore District 641202",ME,MECHANICAL ENGINEERING,152.87,,,,,,,,
2740,"Hindustan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore District 641032",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,164.10,,,,,,,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District
642002",CE,CIVIL  ENGINEERING,,,,,147.09,,,,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District
642002",CS,COMPUTER SCIENCE AND ENGINEERING,177.59,,,,,,,175.36,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District
642002",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,178.59,,,,,,159.28,,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District
642002",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,173.10,165.57,,,,,,,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District
642002",ME,MECHANICAL ENGINEERING,166.51,152.01,,,,,,,
2743,"Dhanalakshmi Srinivasan College of Engineering, NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi
Temple, Coimbatore District 641105",AD,Artificial Intelligence and Data Science,150.15,,,,,,142.60,,
2743,"Dhanalakshmi Srinivasan College of Engineering, NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi
Temple, Coimbatore District 641105",CE,CIVIL  ENGINEERING,143.35,,,,,,,,
2743,"Dhanalakshmi Srinivasan College of Engineering, NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi
Temple, Coimbatore District 641105",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,159.91,,,
2743,"Dhanalakshmi Srinivasan College of Engineering, NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi
Temple, Coimbatore District 641105",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,159.62,155.12,,,,,,,
2743,"Dhanalakshmi Srinivasan College of Engineering, NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi
Temple, Coimbatore District 641105",ME,MECHANICAL ENGINEERING,163.58,,,,,,,,
2744,"Adithya Institute of Technology,
Kurumbapalayam Village, Coimbatore District 641107",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",150.20,,,,,,,,
2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore
District 641107",IT,INFORMATION TECHNOLOGY,,,,,,,173.04,,
2745,"Kathir College of Engineering, Neelambur, Avinashi Road,
Coimbatore District 641062",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",154.48,,,,,,,,
2745,"Kathir College of Engineering, Neelambur, Avinashi Road,
Coimbatore District 641062",ME,MECHANICAL ENGINEERING,167.02,155.26,,,,,,,
2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District
638455",CS,COMPUTER SCIENCE AND ENGINEERING,149.12,,,,,,,,
2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District
638455",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,159.76,,,,141.01,,,,
2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District
638455",ME,MECHANICAL ENGINEERING,,,,149.20,,,,,
2749,"EASA College of Engineering and Technology, NH-47, Coimbatore- Palakkad Main Road, Navakarai Post,
Coimbatore District 641105",AD,Artificial Intelligence and Data Science,162.04,157.76,,,,,,,
2749,"EASA College of Engineering and Technology, NH-47, Coimbatore- Palakkad Main Road, Navakarai Post,
Coimbatore District 641105",CS,COMPUTER SCIENCE AND ENGINEERING,146.26,142.87,,,,,,,
2750,"Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District
641402",CS,COMPUTER SCIENCE AND ENGINEERING,164.62,,,,,,,,
2750,"Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District
641402",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,156.72,,,,,,,,
2750,"Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District
641402",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,170.62,,,,,,,,
2750,"Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District
641402",ME,MECHANICAL ENGINEERING,,179.79,,,,,151.93,,
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District
641035",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,158.28,,,,,,,,
2752,"Nandha College of Technology, Pitchandampalayam Post, Erode
District 638052",CS,COMPUTER SCIENCE AND ENGINEERING,165.03,,,,,,,,
2753,"P P G Institute of Technology, Vilankurichi Village, Coimbatore
District 641035",ME,MECHANICAL ENGINEERING,179.53,,,,,,,,
2755,"Nehru Institute of Technology, Thirumalayampalayam Post, Coimbatore
District 641105",AE,AERONAUTICAL ENGINEERING,143.54,,,,,,,,
2755,"Nehru Institute of Technology,
Thirumalayampalayam Post, Coimbatore District 641105",CS,COMPUTER SCIENCE AND ENGINEERING,159.62,,,,,,,,
2758,"J K K Muniraja College of Technology, T N Palayam, Gobi Taluk, Erode
District 638506",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",163.51,,,,,,,,
2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",AD,Artificial Intelligence and Data Science,158.37,,,,,,,,
2762,"Jansons Institute of Technology,
Karumathampatty, Somaur, Coimbatore District 641659",ME,MECHANICAL ENGINEERING,152.93,,,,,,,,
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District
641407",AD,Artificial Intelligence and Data Science,,159.32,,,,,,,
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District
641407",CS,COMPUTER SCIENCE AND ENGINEERING,,168.31,,,,,,,
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District
641407",ME,MECHANICAL ENGINEERING,158.86,,,,158.68,,,,
2767,"SRG Engineering College, Aniyapuram Post, Namakkal District 637017",CS,COMPUTER SCIENCE AND ENGINEERING,156.53,,,,,,,,
2767,"SRG Engineering College, Aniyapuram Post, Namakkal District 637017",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",,,,150.76,,,,,
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatti,
Coimbatore - 641 659",CE,CIVIL  ENGINEERING,,,,139.87,,,,,
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatti,
Coimbatore - 641 659",EN,ENVIRONMENTAL ENGINEERING,144.78,,,,,,,,
2769,"J C T College of Engineering and Technology, Pichanur, Coimbatore
District 641105",CS,COMPUTER SCIENCE AND ENGINEERING,156.98,156.76,,,,,,,
2769,"J C T College of Engineering and Technology, Pichanur, Coimbatore
District 641105",ME,MECHANICAL ENGINEERING,,135.42,,,,,,,
2769,"J C T College of Engineering and
Technology, Pichanur, Coimbatore District 641105",PE,PETROLEUM ENGINEERING,,,,,146.82,,,,
2772,"C M S College of Engineering and Technology, Appachigoundenpathy, Kumittipathi Post, Coimbatore District
641032",ME,MECHANICAL ENGINEERING,,142.82,,,,,,,
2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore
District 641 402",AG,AGRICULTURE ENGINEERING,136.18,,,,,,,,
2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore
District 641 402",AU,AUTOMOBILE ENGINEERING,,,,,,,139.01,,
2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore
District 641 402",CE,CIVIL  ENGINEERING,169.48,,,,,,,,
3410,"Krishnaswamy Collge of Engineering and Technology, S Kumarapuram,
Cuddalore District 607109",CS,COMPUTER SCIENCE AND ENGINEERING,88.50,,,,,,,,
3410,"Krishnaswamy Collge of Engineering and Technology, S Kumarapuram,
Cuddalore District 607109",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",,,,154.06,,,,,
3425,"C K College of Engineering and Technology, Chellangkuppam,
Cuddalore District 607003",CE,CIVIL  ENGINEERING,133.82,,,,,,,,
3425,"C K College of Engineering and Technology, Chellangkuppam,
Cuddalore District 607003",CS,COMPUTER SCIENCE AND ENGINEERING,,,,93.50,,,,,
3425,"C K College of Engineering and Technology, Chellangkuppam, Cuddalore
District 607003",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,,,,133.93,,
3425,"C K College of Engineering and Technology, Chellangkuppam, Cuddalore
District 607003",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",171.98,,,,,,,,
3425,"C K College of Engineering and Technology, Chellangkuppam, Cuddalore
District 607003",ME,MECHANICAL ENGINEERING,,,,,,,140.02,,
