COLLEGE NAME,BRANCH NAME,MAX CUTOFF
"Sree Sakthi Engineering College Bettathapuram  Bilichi Village  Karamadai
Coimbatore District 641104",MECHANICAL ENGINEERING,131.5
"University College of Engineering  Arni  Arni
to Devikapuram Road  Thatchur  Arni Thiruvannamalai District 632326",MECHANICAL ENGINEERING,131.5
"St. Joseph's College of Engineering (Autonomous)  Old Mahabalipuram Road
(OMR)  Chennai 600 119",MECHANICAL ENGINEERING,131.5
"Bharathidasan Engineering College
Nattrampalli Post  Thiruppathur District 635854",MECHANICAL ENGINEERING,131.5
Pandian Saraswathi Yadav Engineering College  Thirumansolai Post  Sivagangai District 630 561,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",131.5
"Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47
Periaseeragapadi  Salem District 636308",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131.5
"Marthandam College of Engineering &
Technology  Kuttakuzhi  Veeyanoor Post Kanyakumari District 629177",ELECTRICAL AND ELECTRONICS ENGINEERING,131.0
"PMR Engineering College Adayalampattu
Chennai-600095","ELECTRICAL AND ELECTRONICS
ENGINEERING",131.0
"E G S Pillay  Engineering College (Autonomous)  Nagapattinam District
611002",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131.0
"University College of Engineering Kancheepuram  Ponnerikarai Campus  NH4 Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District
631552",MECHANICAL ENGINEERING,131.0
Ultra College of Engineering and  Technology Kodikulam  1 Bit Village  Madurai-Chennai Highway  Madurai District 625104,ELECTRONICS AND COMMUNICATION ENGINEERING,131.0
Rrase College of Engineering  Padappai Kancheepuram  601301,"ELECTRONICS AND
COMMUNICATION ENGINEERING",131.0
V R S College of Engineering and Technology Arasur  Villupuram District 607107,MECHANICAL ENGINEERING,131.0
"Sri Sivasubramaniya Nadar College of Engineering (Autonomous)  Kalavakkam  Old Mahabalipuram Road (OMR)  Chengalpattu
District 603110",CHEMICAL  ENGINEERING,131.0
"University Departments of Anna University Chennai - ACT Campus  Sardar Patel Road
Guindy  Chennai 600 025",CERAMIC TECHNOLOGY (SS),130.5
"D M I Engineering College  Aralvaimozhi Village  Thovalai  Kanyakumari District
629301",COMPUTER SCIENCE AND ENGINEERING,130.5
"Priyadarshini Engineering College
Vaniyambadi Post  Thiruppattur District 635751",CIVIL  ENGINEERING,130.5
"Christian College of Engineering and Technology  Oddanchatram  Dindigul District
624619",ELECTRICAL AND ELECTRONICS ENGINEERING,130.5
"R V S Educational Trust's Groups of Institutions, (Integrated Campus)  N Paraipatti Post  Vedasandur Taluk  Dindigul
District 624005",BIO MEDICAL ENGINEERING,130.5
"As-Salam College of Engineering and Technology  Thirumangalakudi  Aduthurai Thiruvidaimaruthur  Thanjavur District
612102",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,130.5
"St. Mother Theresa Engineering College
Vagaikulam  Thoothukudi District 628102","ELECTRICAL AND ELECTRONICS
ENGINEERING",130.5
"Nelliandavar Institute of Technology Nerunjikorai Village  Pudhupalayam  Ariyalur
Taluk  Ariyalur District 621704",COMPUTER SCIENCE AND ENGINEERING,130.5
"Jayalakshmi Institute of Technology  Thoppur
Dharmapuri District 635352","COMPUTER SCIENCE AND
ENGINEERING",130.5
"University Departments of Anna University Chennai - MIT Campus  Chrompet Tambaram Taluk  Chengalpattu District 600
044",RUBBER AND PLASTIC TECHNOLOGY,130.5
"K S R College of Engineering (Autonomous)
Tiruchengode  Namakkal District 637215",MECHANICAL ENGINEERING,130.5
"P S N A Colllege of Engineering and
Technology (Autonomous),  Dindigul District 624622",INFORMATION TECHNOLOGY,130.5
"R V S College of Engineering and Technology Kannampalayam  Sulur  Coimbatore District
641402","ELECTRONICS AND COMMUNICATION
ENGINEERING",130.5
"St. Michael College of Engineering and Technology  Kalayarkoil  Sivagangai District
630551",ELECTRICAL AND ELECTRONICS ENGINEERING,130.0
"A K T Memorial College of Engineering and
Technology  Neelamangalam Village Kallakurichi District 606202",INFORMATION TECHNOLOGY,130.0
"M Kumarasamy College of Engineering
(Autonomous)  Thalavapalayam  Karur District 639113",COMPUTER SCIENCE AND ENGINEERING,130.0
"Government College of Engineering Chettikkarai Post  Dharmapuri District
635704",ELECTRICAL AND ELECTRONICS ENGINEERING,130.0
Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,Artificial Intelligence and Machine Learning,130.0
"SBM College of Engineering and Technology Thamaraipady  T N Paraipatti Pirivu  Dindigul
District 624005",MECHANICAL ENGINEERING,130.0
"Prathyusha Engineering college
(Autonomous)  Aranvoyalkuppam Thiruvallur District 602025",BIO TECHNOLOGY,130.0
"J P College of Engineering  College Road
Ayakudy  Tenkasi Taluk  Tenkasi District 627852",CIVIL  ENGINEERING,130.0
Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,Computer Science and Engineering (Cyber Security),130.0
"Adhiyamaan  College of Engineering (Autonomous)  Hosur  Krishnagiri District
635109",ELECTRICAL AND ELECTRONICS ENGINEERING,130.0
Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,ELECTRONICS AND COMMUNICATION ENGINEERING,129.5
"P S V College of Engineeering and Technology
Mittapalli  Balinayanapalli Post  Elathagiri Krishnagiri District 635108",INFORMATION TECHNOLOGY,129.5
"P S V College of Engineeering and Technology Mittapalli  Balinayanapalli Post  Elathagiri
Krishnagiri District 635108",COMPUTER SCIENCE AND ENGINEERING,129.5
"Sri Venkateswara College of Engineering and Technology  Thirupachur  Thiruvallur District
631203",COMPUTER SCIENCE AND ENGINEERING,129.5
"Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai
Tirunelveli District 627007",GEO INFORMATICS,129.5
"R V S College of Engineering  N Paraipatti
Post  Dindigul District 624005",MECHANICAL ENGINEERING,129.5
National  Engineering College (Autonomous) Kovilpatti  Thoothukudi District 628503,"ELECTRONICS AND
COMMUNICATION ENGINEERING",129.5
University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,MECHANICAL ENGINEERING (TAMIL MEDIUM),129.0
Easa College of Engineering and Technology NH-47  Coimbatore-Palakkad Main Road Navakarai Post  Coimbatore District 641105,ELECTRONICS AND COMMUNICATION ENGINEERING,129.0
"Latha Mathavan Engineering College Kidaripatti Post  Alagarkoil (Via)  Melur Taluk
Madurai District 625301",MECHANICAL ENGINEERING,129.0
"St. Michael College of Engineering and Technology  Kalayarkoil  Sivagangai District
630551",BIO MEDICAL ENGINEERING,129.0
"Priyadarshini Engineering College Vaniyambadi Post  Thiruppattur District
635751",MECHANICAL ENGINEERING,129.0
"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous)  Avadi-Alamathi Road
Chennai 600 062",COMPUTER SCIENCE AND ENGINEERING,129.0
"Sree Sakthi Engineering College
Bettathapuram  Bilichi Village  Karamadai Coimbatore District 641104",INFORMATION TECHNOLOGY,129.0
"Mahendra Engineering College (Autonomous)  Mahendhirapuri
Mallasamudram  Namakkal District 637503",Cyber Security,128.5
"MAR Ephraem College of Engineering & Technology  Malankara Hills  Elavuvillai
Marthandam  Kanyakumari District 629171",COMPUTER SCIENCE AND ENGINEERING,128.5
"St. Joseph's College of Engineering and
Technology  Elupatti Village  Rawaspatti Post Thanjavur District 613403","ELECTRONICS AND
COMMUNICATION ENGINEERING",128.5
University College of Engineering Pattukkottai  ECR Road  Rajamadam Pattukkottai Taluk  Thanjavur District 614701,MECHANICAL ENGINEERING,128.5
"J K K Nataraja College of Engineering and Technology  Komarapalayam Amani Thattankuttai Panchayat  Namakkal District
638183",COMPUTER SCIENCE AND ENGINEERING,128.0
"Muthayammal Engineering College (Autonomous)  Rasipuram  Namakkal District
637408","ELECTRONICS AND COMMUNICATION
ENGINEERING",128.0
"Rrase College of Engineering  Padappai
Kancheepuram  601301","COMPUTER SCIENCE AND
ENGINEERING",128.0
AVS College of Technology  Attur Main Road Near AVS College of Arts & Science Chinnagoundapuram  Salem District 636106,MECHANICAL ENGINEERING,128.0
"Karpagam Institute of Technology Seerapalayam Village  L&T By pass Road
Coimbatore District 641021","ELECTRONICS AND COMMUNICATION
ENGINEERING",128.0
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",128.0
"University V.O.C. College of Engineering Thoothukudi  Near V.O.C. College
Millerpuram  Thoothukudi District 628008",MECHANICAL ENGINEERING,128.0
"Pollachi Institute of Engineering and Technology  Main Road  Poosaripatti
Pollachi Taluk  Coimbatore District 642205",COMPUTER SCIENCE AND ENGINEERING,127.5
P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,INFORMATION TECHNOLOGY,127.5
"K S Rangasamy College of Technology (Autonomous)  Tiruchengode  Namakkal
District 637215",ELECTRICAL AND ELECTRONICS ENGINEERING,127.5
"Selvam College of Technology
Pappanaickenpatti Post  Namakkal District 637003","ELECTRONICS AND
COMMUNICATION ENGINEERING",127.5
Narayanaguru College of Engineering Manjalumoodu  Kanyakumari District 629151,ELECTRICAL AND ELECTRONICS ENGINEERING,127.5
"A V S Engineering College  Military Road
Ammapet  Salem District 636003","COMPUTER SCIENCE AND
ENGINEERING",127.5
Sri Sai Ram Enginering College (Autonomous) West Tambaram  Chennai 600044,MECHANICAL AND AUTOMATION ENGINEERING,127.5
"Annai College of Engineering and Technology
Anakudi Road  Kovilacheri  Kumbakonam Thanjavur District 612503",CIVIL  ENGINEERING,127.2
C K College of Engineering and Technology Chellangkuppam  Cuddalore District 607003,COMPUTER SCIENCE AND ENGINEERING,127.0
"Thamirabharani Engineering College Chathirampudukulam Village  Thatchanallur
Tirunelveli District 627358","ELECTRONICS AND COMMUNICATION
ENGINEERING",127.0
"Theni Kammavar Sangam College of
Technology  Theni Main Road  Koduvillarpatti Post  Theni District 625534",COMPUTER SCIENCE AND ENGINEERING,127.0
"Maha Bharathi Engineering College  A Vasudevanur  Chinnasalem  Kallakurichi
District 606201",ELECTRICAL AND ELECTRONICS ENGINEERING,127.0
"A V S Engineering College  Military Road
Ammapet  Salem District 636003",MECHANICAL ENGINEERING,127.0
Sona College of Technology (Autonomous) Suramangalam Post  Salem District 636005,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",127.0
"Sivaji College of Engineering and Technology
Manivilla Palulai Panchayat  Vilavancode Kanyakumari District 629171",COMPUTER SCIENCE AND ENGINEERING,127.0
"Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post  Kundrathur  Chennai
600069",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,127.0
University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,COMPUTER SCIENCE AND ENGINEERING,127.0
"Paavai College of Engineering  NH-7  Pachal
Post  Namakkal District 637018",MECHANICAL ENGINEERING,127.0
"University V.O.C. College of Engineering
Thoothukudi  Near V.O.C. College Millerpuram  Thoothukudi District 628008",ELECTRICAL AND ELECTRONICS ENGINEERING,126.5
"N P R College of Engineering and Technology
(Autonomous) Natham  Dindigul District 624401",MECHANICAL ENGINEERING,126.5
"K S R Institute for Engineering and Technology  (Autonomous) Thokkavadi
Namakkal District 637215",MECHANICAL ENGINEERING,126.5
"Christ The King Engineering College  Cecilia
Gardens  Chikkarampalayam Village Coimbatore District 641104",ELECTRICAL AND ELECTRONICS ENGINEERING,126.5
"Sir Issac Newton College of Engineering and
Technology  Anthanapeetai Post  Papakoil Nagappattinam District 611102","ELECTRONICS AND
COMMUNICATION ENGINEERING",126.5
"M Kumarasamy College of Engineering
(Autonomous)  Thalavapalayam  Karur District 639113",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,126.5
Panimalar Engineering College (Autonomous) Nazarethpet  Poonamallee  Chennai 602123,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,126.5
Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,INFORMATION TECHNOLOGY,126.5
Mohamed Sathak Engineering College Kilakarai  Ramanathapuram District 623806,MECHANICAL ENGINEERING,126.0
"University College of Engineering  Panruti Chennai-Kumbakonam Highway Panikkankuppam  Panruti  Cuddalore District
607106",CIVIL ENGINEERING (TAMIL MEDIUM),126.0
AVS College of Technology  Attur Main Road Near AVS College of Arts & Science Chinnagoundapuram  Salem District 636106,INFORMATION TECHNOLOGY,126.0
"University College of Engineering  Nagercoil Nagercoil Industrial Estate  Konam
Kanyakumari District 629004",INFORMATION TECHNOLOGY,126.0
National  Engineering College (Autonomous) Kovilpatti  Thoothukudi District 628503,ELECTRICAL AND ELECTRONICS ENGINEERING,125.5
"Dhanalakshmi Srinivasan College of Engineering (CBE)  NH47  Palakkad Main Road  Navakkarai Post  Near Nandhi Temple
Coimbatore District 641105",BIO MEDICAL ENGINEERING,125.5
"Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti
Thottiyam  Tiruchirappalli District 621215",CIVIL  ENGINEERING,125.5
"C S I Institute of Technology  Thovalai
Kanyakumari District 629302","ELECTRICAL AND ELECTRONICS
ENGINEERING",125.5
"A V S Engineering College  Military Road
Ammapet  Salem District 636003","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",125.5
"Surya Engineering College  Mettukadai
Kathirampatti Post  Erode District 638107",CIVIL  ENGINEERING,125.5
"Suguna College of Engineering  Kalappatti Road  Civil Aerodrome Post  Coimbatore
District 641014","ELECTRONICS AND COMMUNICATION
ENGINEERING",125.5
Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,COMPUTER SCIENCE AND ENGINEERING,125.5
"N S N College of Engineering and Technology Karur-Madurai NH7  Manalmedu  Karur
District 639003","ELECTRONICS AND COMMUNICATION
ENGINEERING",125.5
"Pandian Saraswathi Yadav Engineering
College  Thirumansolai Post  Sivagangai District 630 561",Computer Science and Engineering (Cyber Security),125.5
"P S V College of Engineeering and Technology Mittapalli  Balinayanapalli Post  Elathagiri
Krishnagiri District 635108","ELECTRONICS AND COMMUNICATION
ENGINEERING",125.5
Maria College of Engineering and Technology Attoor Puliyamoodu Junction  Thiruvattar Post  Kanyakumari District 629177,ELECTRONICS AND COMMUNICATION ENGINEERING,125.0
"Bharath Niketan Engineering College
Thimmarasanaickanoor  Aundipatti  Theni District 625536",COMPUTER SCIENCE AND ENGINEERING,125.0
"OASYS Institute of Technology   Pulivalam Village  Musiri Taluk  Tiruchirappalli District
621006",INFORMATION TECHNOLOGY,125.0
"Lord Jegannath College of Engineering and
Technology  Kumarapuram  Thoppur Post Kanyakumari District 629402",COMPUTER SCIENCE AND ENGINEERING,125.0
"Annai Vailankanni College of Engineering Pothaiyadi Salai  Pottalkulam Azhagappapuram  Kanyakumari District
629401",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,125.0
"Holy Cross Engineering College  Vagaikulam Sri Mulakarai  Srivaikuntam   Thoothukudi
District 628851",COMPUTER SCIENCE AND ENGINEERING,125.0
"Dhanalakshmi Srinivasan College of Engineering (CBE)  NH47  Palakkad Main Road  Navakkarai Post  Near Nandhi Temple
Coimbatore District 641105",ELECTRICAL AND ELECTRONICS ENGINEERING,125.0
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CHEMICAL  ENGINEERING,124.5
"Ariyalur Engineering College  NH-227  Trichy-
Chithambaram NH  Karuppur-Senapathy Post Ariyalur District 621707",ELECTRICAL AND ELECTRONICS ENGINEERING,124.5
Chennai Institute of Technology and Applied Research    Sarathy Nagar  Puthuper Village Kundrathur   Chennai 600069,COMPUTER SCIENCE AND ENGINEERING,124.5
"Muthayammal Engineering College (Autonomous)  Rasipuram  Namakkal District
637408",BIO TECHNOLOGY,124.5
Unnamalai Institute of Technology  Ayyaneri Kovilpatti  Thoothukudi District 628502,ELECTRICAL AND ELECTRONICS ENGINEERING,124.5
C K College of Engineering and Technology Chellangkuppam  Cuddalore District 607003,ELECTRICAL AND ELECTRONICS ENGINEERING,124.5
"N P R College of Engineering and Technology
(Autonomous) Natham  Dindigul District 624401","ELECTRONICS AND
COMMUNICATION ENGINEERING",124.5
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai  K Mettupalayam Post  Gobichettipalayam
Erode District 638455",ELECTRONICS AND COMMUNICATION ENGINEERING,124.5
University College of Engineering  Villupuram Kakuppam  Villupuram District 605103,INFORMATION TECHNOLOGY,124.5
Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,CIVIL  ENGINEERING,124.5
KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,AERONAUTICAL ENGINEERING,124.5
"Mahendra Engineering College (Autonomous)  Mahendhirapuri
Mallasamudram  Namakkal District 637503","ELECTRONICS AND COMMUNICATION
ENGINEERING",124.0
"Mahendra College of Engineering  Attur Road
Minnampalli  Valapady  Salem District 636106",COMPUTER SCIENCE AND ENGINEERING,124.0
"J P College of Engineering  College Road Ayakudy  Tenkasi Taluk  Tenkasi District
627852",MECHANICAL ENGINEERING,124.0
"SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai
603203","ELECTRONICS AND INSTRUMENTATION
ENGINEERING",124.0
"Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti
Thottiyam  Tiruchirappalli District 621215",BIO MEDICAL ENGINEERING,124.0
"N S N College of Engineering and Technology
Karur-Madurai NH7  Manalmedu  Karur District 639003",ELECTRICAL AND ELECTRONICS ENGINEERING,124.0
"Tamilnadu College of Engineering
Karumathampatti Post  Coimbatore District 641659",COMPUTER SCIENCE AND ENGINEERING,123.5
"Sir Issac Newton College of Engineering and
Technology  Anthanapeetai Post  Papakoil Nagappattinam District 611102",MECHANICAL ENGINEERING,123.5
Studyworld College of Engineering Madukarai Post  Coimbatore - 641 105.,"ELECTRONICS AND COMMUNICATION
ENGINEERING",123.5
University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,AUTOMOBILE ENGINEERING,123.5
"Government College of Engineering Gandarvakottai Road  Sengipatti  Thanjavur
District 613402",ELECTRICAL AND ELECTRONICS ENGINEERING,123.5
M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,ELECTRICAL AND ELECTRONICS ENGINEERING,123.0
"R V S Educational Trust's Groups of Institutions, (Integrated Campus)  N Paraipatti Post  Vedasandur Taluk  Dindigul
District 624005",AGRICULTURAL ENGINEERING,123.0
"PSN Engineering College  Melathediyoor
Tirunelveli District 627152","MECHANICAL AND
AUTOMATION ENGINEERING",123.0
"D M I College of Engineering  Palanchoor
Nazrethpet  Chennai 602103","ELECTRICAL AND ELECTRONICS
ENGINEERING",122.5
Unnamalai Institute of Technology  Ayyaneri Kovilpatti  Thoothukudi District 628502,MECHANICAL ENGINEERING,122.5
KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,122.5
Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,ELECTRONICS AND COMMUNICATION ENGINEERING,122.5
"Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post  Kundrathur  Chennai
600069",INFORMATION TECHNOLOGY,122.5
Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,BIO TECHNOLOGY,122.5
Ganadipathy Tulsiï¿½s Jain Engineering College  Kaniyambadi  Vellore District 632102,"ELECTRONICS AND
COMMUNICATION ENGINEERING",122.5
"P A College of Engineering and Technology (Autonomous)  Palladam Road  Pollachi
Coimbatore District 642002","ELECTRONICS AND COMMUNICATION
ENGINEERING",122.2
"Muthayammal Engineering College (Autonomous)  Rasipuram  Namakkal District
637408",INFORMATION TECHNOLOGY,122.0
"Sir Issac Newton College of Engineering and
Technology  Anthanapeetai Post  Papakoil Nagappattinam District 611102",INFORMATION TECHNOLOGY,122.0
"Sengunthar Engineering College (Autonomous)  Tiruchengode  Namakkal
District 637205",ELECTRICAL AND ELECTRONICS ENGINEERING,122.0
"Ganesh College of Engineering  Attur Main
Road  Mettupatti  Salem District 636111","COMPUTER SCIENCE AND
ENGINEERING",122.0
Varuvan Vadivelan Institute of Technology Nallanahalli  Dharmapuri District 636701,"ELECTRONICS AND COMMUNICATION
ENGINEERING",121.5
"Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47
Periaseeragapadi  Salem District 636308",COMPUTER SCIENCE AND ENGINEERING,121.5
The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,COMPUTER SCIENCE AND ENGINEERING,121.5
"Anna University Regional Campus - Coimbatore  Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam  Coimbatore District
641046",ELECTRICAL AND ELECTRONICS ENGINEERING,121.5
PSN Engineering College  Melathediyoor Tirunelveli District 627152,"ELECTRONICS AND COMMUNICATION
ENGINEERING",121.5
"SBM College of Engineering and Technology Thamaraipady  T N Paraipatti Pirivu  Dindigul
District 624005","ELECTRONICS AND COMMUNICATION
ENGINEERING",121.0
R M K College of Engineering and Technology (Autonomous)  Puduvoyal  Gummidipoondi Taluk  Thiruvallur District 601206,ELECTRONICS AND COMMUNICATION ENGINEERING,121.0
Builders Engineering college  Nathakadaiyur Erode Road  Palayakottai Village  Kangeyam Tiruppur District 638108,ELECTRICAL AND ELECTRONICS ENGINEERING,121.0
Jaya College of Engineering and Technology Parivakkam  Poonamallee  Chennai 600056,MECHANICAL ENGINEERING,121.0
"P B College of Engineering  Irungkattukottai
Sriperumpudur Taluk  Kancheepuram District 602117",COMPUTER SCIENCE AND ENGINEERING,121.0
"Muthayammal Engineering College (Autonomous)  Rasipuram  Namakkal District
637408",ELECTRICAL AND ELECTRONICS ENGINEERING,121.0
"A V S Engineering College  Military Road
Ammapet  Salem District 636003",INFORMATION TECHNOLOGY,121.0
"Adhiparasakthi Engineering College Melmaruvathur  Chengalpattu District
603319",MECHANICAL ENGINEERING,120.5
"Imayam College of Engineering  Kannanur
Thuraiyur  Tiruchirappalli District 621206","ELECTRICAL AND ELECTRONICS
ENGINEERING",120.5
"Muthayammal Engineering College
(Autonomous)  Rasipuram  Namakkal District 637408",MECHANICAL ENGINEERING,120.5
KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,AGRICULTURAL ENGINEERING,120.0
"Meenakshi Sundararajan Engineering College
Kodambakkam  Chennai 600024",CIVIL  ENGINEERING,120.0
"Theni Kammavar Sangam College of
Technology  Theni Main Road  Koduvillarpatti Post  Theni District 625534","ELECTRONICS AND
COMMUNICATION ENGINEERING",119.5
"Shree Sathyam College of Engineering and Technology  NH-47  Manjakkalpatti Kuppanur Post  Sankari Taluk  Salem District
637301",COMPUTER SCIENCE AND ENGINEERING,119.5
"CAPE Institute of Technology  Levingipuram
Tirunelveli District 627114","COMPUTER SCIENCE AND
ENGINEERING",119.3
"Mahendra College of Engineering  Attur Road Minnampalli  Valapady  Salem District
636106",MECHANICAL ENGINEERING,119.0
J C T College of Engineering and Technology Pichanur  Coimbatore District 641105,PETRO CHEMICAL TECHNOLOGY,118.5
Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,118.5
"E G S Pillay  Engineering College (Autonomous)  Nagapattinam District
611002",COMPUTER SCIENCE AND BUSSINESS SYSTEM,118.5
University College of Engineering  Villupuram Kakuppam  Villupuram District 605103,MECHANICAL ENGINEERING (TAMIL MEDIUM),118.5
"Loyola Institute of Technology
Mevaloorkuppam  B Village  Palanchoor Nazarethpet Post  Chennai 600123",COMPUTER SCIENCE AND ENGINEERING,118.5
AVS College of Technology  Attur Main Road Near AVS College of Arts & Science Chinnagoundapuram  Salem District 636106,AGRICULTURAL ENGINEERING,118.5
"Jayaraj Annapackiam CSI College of Engineering  Nazareth  Thoothukudi District
628617","ELECTRONICS AND COMMUNICATION
ENGINEERING",118.5
"University College of Engineering  Panruti Chennai-Kumbakonam Highway Panikkankuppam  Panruti  Cuddalore District
607106",CIVIL  ENGINEERING,118.5
"Apollo Engineering College Mevaloorkuppam  Valarpuram Post Sriperumpudur  Kancheepuram District
602105",COMPUTER SCIENCE AND ENGINEERING,118.5
"AL-Ameen Engineering College
(Autonomous)  Karundevan Palayam  Nanjai Uthukuli Post  Erode District 638104",MECHANICAL ENGINEERING,118.5
"Pavendar Bharathidasan College of Engineering and Technology  Pudukkottai
Main Road  Tiruchirappalli District 622515","ELECTRONICS AND COMMUNICATION
ENGINEERING",118.0
"Dhanalakshmi Srinivasan  Engineering
College (Autonomous)  Thuraiyur Road Perambalur District 621212",FOOD TECHNOLOGY,118.0
Panimalar Engineering College (Autonomous) Nazarethpet  Poonamallee  Chennai 602123,COMPUTER SCIENCE AND ENGINEERING,118.0
"P S N A Colllege of Engineering and
Technology (Autonomous),  Dindigul District 624622","ELECTRONICS AND
COMMUNICATION ENGINEERING",118.0
Panimalar Engineering College (Autonomous) Nazarethpet  Poonamallee  Chennai 602123,INFORMATION TECHNOLOGY,118.0
"J K K Nataraja College of Engineering and Technology  Komarapalayam Amani Thattankuttai Panchayat  Namakkal District
638183",ELECTRONICS AND COMMUNICATION ENGINEERING,118.0
Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,MECHANICAL ENGINEERING,118.0
"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College)  Esanoor Keelaiyur Post  Thirukkuvalai Taluk
Nagapattinam District 611103",ELECTRICAL AND ELECTRONICS ENGINEERING,117.5
"P S V College of Engineeering and Technology Mittapalli  Balinayanapalli Post  Elathagiri
Krishnagiri District 635108",ELECTRICAL AND ELECTRONICS ENGINEERING,117.0
KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,BIO TECHNOLOGY,117.0
"Thiruvalluvar College of Engineering and
Technology  Vandavasi  Thiruvannamalai District 604505",MECHANICAL ENGINEERING,117.0
University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,PETRO CHEMICAL TECHNOLOGY,117.0
"Surya Engineering College  Mettukadai
Kathirampatti Post  Erode District 638107","Computer Science and
Engineering (Cyber Security)",117.0
"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College)  Esanoor Keelaiyur Post  Thirukkuvalai Taluk
Nagapattinam District 611103",COMPUTER SCIENCE AND ENGINEERING,117.0
Chennai Institute of Technology and Applied Research    Sarathy Nagar  Puthuper Village Kundrathur   Chennai 600069,ELECTRICAL AND ELECTRONICS ENGINEERING,116.5
"Sudharsan Engineering College
Sathiyamangalam Post  Pudukkottai District 622501","ELECTRONICS AND
COMMUNICATION ENGINEERING",116.5
V R S College of Engineering and Technology Arasur  Villupuram District 607107,COMPUTER SCIENCE AND ENGINEERING,116.5
"Krishnasamy College of Engineering and
Technology  S Kumarapuram  Cuddalore District 607109","ELECTRONICS AND
COMMUNICATION ENGINEERING",116.0
"M.A.M. College of Engineering  Siruganur
Tiruchirappalli District 621105","ELECTRICAL AND ELECTRONICS
ENGINEERING",116.0
"Chendhuran College of Engineering and
Technology  Madurai Road  Lenavilakku Pilivalam Post  Pudukkottai - 622 507",CIVIL  ENGINEERING,116.0
