COLLEGE NAME,BRANCH NAME,MAX CUTOFF
"Government College of Engineering Gandarvakottai Road  Sengipatti  Thanjavur
District 613402",MECHANICAL ENGINEERING,157.5
"Anna University Regional Campus - Madurai Kanyakumari National Highway
Keelakuilkudi  Madurai District 625019",ELECTRICAL AND ELECTRONICS ENGINEERING,157.5
"University Departments of Anna University
Chennai - CEG Campus  Sardar Patel Road Guindy  Chennai 600 025",MINING ENGINEERING,157.5
"Kathir College of Engineering  Neelambur
Avinashi Road  Coimbatore District 641062","COMPUTER SCIENCE AND
ENGINEERING",157.4
"Government College of Engineering
Tirunelveli District 627007","ELECTRICAL AND ELECTRONICS
ENGINEERING",157.0
Mahendra Institute of Technology (Autonomous)  Mahendhirapuri Mallasamudram   Namakkal District 637503,ELECTRONICS AND COMMUNICATION ENGINEERING,157.0
"Pandian Saraswathi Yadav Engineering College  Thirumansolai Post  Sivagangai
District 630 561","ELECTRONICS AND COMMUNICATION
ENGINEERING",157.0
"Dhirajlal Gandhi College of Technology
Sikkanampatty  (Opp. to Airport)  Omalur Taluk  Salem District 636309",ELECTRICAL AND ELECTRONICS ENGINEERING,156.5
"University Departments of Anna University Chennai - ACT Campus  Sardar Patel Road
Guindy  Chennai 600 025",LEATHER TECHNOLOGY,156.5
"Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District
641202",COMPUTER SCIENCE AND ENGINEERING,156.5
"Priyadarshini Engineering College Vaniyambadi Post  Thiruppattur District
635751",COMPUTER SCIENCE AND ENGINEERING,156.5
"Thiagarajar College of Engineering
(Autonomous) Tirupparankundram  Madurai District 625015",CIVIL  ENGINEERING,156.5
University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,INFORMATION TECHNOLOGY,156.0
"Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur
Coimbatore District 641008",COMPUTER SCIENCE AND DESIGN,156.0
"Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam
Coimbatore District 641022",MECHANICAL ENGINEERING,156.0
"Einstein College of Engineering
Seethaparpanallur  Tirunelveli District 627012",ELECTRICAL AND ELECTRONICS ENGINEERING,155.5
"Kongunadu College of Engineering and
Technology (Autonomous)  Tholurpatti Thottiyam  Tiruchirappalli District 621215",INFORMATION TECHNOLOGY,155.5
"Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main Road Palkulam  Variyoor Post  Kanyakumari
District 629401",COMPUTER SCIENCE AND ENGINEERING,155.5
"Ponjesly College of  Engineering
Vettornimadam Post  Nagercoil Kanyakumari District 629003",COMPUTER SCIENCE AND ENGINEERING,155.5
"Karpagam College of Engineering
(Autonomous)  Othakkalmandapam Coimbatore District 641032",ELECTRICAL AND ELECTRONICS ENGINEERING,155.5
"Infant Jesus College of Engineering Thoothukudi Highway (NH7/A)  Thoothukudi
District 628851",MECHANICAL ENGINEERING,155.5
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,"ELECTRONICS AND COMMUNICATION
ENGINEERING",155.5
"Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District
632002",COMPUTER SCIENCE AND ENGINEERING,155.5
"AMRITA  College of Engineering and
Technology  Erachakulam Post  Kanyakumari District 629902",COMPUTER SCIENCE AND ENGINEERING,155.0
"R M K Engineering College (Autonomous)
Kavaraipettai  Gummidipoondi  Thiruvallur District 601206",COMPUTER SCIENCE AND ENGINEERING,155.0
"St. Xavier's Catholic College of Engineering (Autonomous)  Chunkankadai  Nagercoil
Kanyakumari District 629807",INFORMATION TECHNOLOGY,154.5
"S A Engineering College (Autonomous)
Thiruverkadu  Chennai 600077","COMPUTER SCIENCE AND
ENGINEERING",154.5
"Renganayagi Varatharaj College of Engineering  Salvarpatti  Sivakasi
Virudhunagar District 626128",COMPUTER SCIENCE AND ENGINEERING,154.5
"Mepco Schlenk Engineering College (Autonomous)   Sivakasi  Virudhunagar
District 626005",INFORMATION TECHNOLOGY,154.0
"Kamaraj College of Engineering and
Technology (Autonomous)  Virudhunagar District 626001","ELECTRONICS AND
COMMUNICATION ENGINEERING",154.0
"Thiagarajar College of Engineering
(Autonomous) Tirupparankundram  Madurai District 625015",MECHATRONICS (SS),154.0
"M Kumarasamy College of Engineering (Autonomous)  Thalavapalayam  Karur
District 639113","ELECTRONICS AND COMMUNICATION
ENGINEERING",154.0
"Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti
Thottiyam  Tiruchirappalli District 621215","ELECTRONICS AND COMMUNICATION
ENGINEERING",154.0
"Francis Xavier Engineering College
(Autonomous)  Vannarpettai  Tirunelveli District 627003","ELECTRONICS AND
COMMUNICATION ENGINEERING",153.56
R V S Technical Campus-Coimbatore Kumaran Kottam Campus   Kannampalayam Sulur  Coimbatore District 641 402,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,153.5
"Mahendra Engineering College (Autonomous)  Mahendhirapuri
Mallasamudram  Namakkal District 637503",COMPUTER SCIENCE AND ENGINEERING,153.5
K S K College of Engineering and Technology Thanjavur Main Road  Darasuram Kumbakonam  Thanjavur District 612702,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,153.5
"Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post
Coimbatore District 641109",COMPUTER SCIENCE AND ENGINEERING,153.5
"Sardar Raja College of Engineering
Alangulam  Tenkasi District 627808","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",153.5
"Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode
District 638316",INFORMATION TECHNOLOGY,153.5
"P S V College of Engineeering and Technology Mittapalli  Balinayanapalli Post  Elathagiri
Krishnagiri District 635108",CIVIL  ENGINEERING,153.5
"P S R  Engineering College (Autonomous) Appayanaickenpatti  Sevalpatty
Virudhunagar District 626140","ELECTRONICS AND COMMUNICATION
ENGINEERING",153.5
"P S R  Engineering College (Autonomous)
Appayanaickenpatti  Sevalpatty Virudhunagar District 626140",ELECTRICAL AND ELECTRONICS ENGINEERING,153.5
"Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode
District 638316",COMPUTER SCIENCE AND ENGINEERING,153.5
"MAR Ephraem College of Engineering & Technology  Malankara Hills  Elavuvillai
Marthandam  Kanyakumari District 629171",MECHANICAL ENGINEERING,153.5
"M.A.M. College of Engineering  Siruganur
Tiruchirappalli District 621105","COMPUTER SCIENCE AND
ENGINEERING",153.5
"Podhigai College of Engineering and Technology  Vinayakapuram  Adiyur Post
Tirupattur District 635601",ELECTRICAL AND ELECTRONICS ENGINEERING,153.5
"Sri Krishna College of Enginering and
Technology (Autonomous)   Kuniamuthur Coimbatore District 641008",ELECTRICAL AND ELECTRONICS ENGINEERING,153.5
Sethu Institute of Technology (Autonomous) Kariapatti Post  Virudhunagar District 626115,COMPUTER SCIENCE AND ENGINEERING,153.5
"St. Mother Theresa Engineering College
Vagaikulam  Thoothukudi District 628102","COMPUTER SCIENCE AND
ENGINEERING",153.0
"Karpagam College of Engineering
(Autonomous)  Othakkalmandapam Coimbatore District 641032",Computer Science and Technology,153.0
"Karpagam Institute of Technology
Seerapalayam Village  L&T By pass Road Coimbatore District 641021",MECHANICAL ENGINEERING,153.0
"University Departments of Anna University Chennai - MIT Campus  Chrompet Tambaram Taluk  Chengalpattu District 600
044",ROBOTICS AND AUTOMATION (SS),153.0
"Coimbatore Institute of Technology
(Autonomous)  Civil Aerodrome Post Coimbatore District 641014",ELECTRICAL AND ELECTRONICS ENGINEERING (SS),153.0
"Bannari Amman Institute of Technology
(Autonomous)  Sathyamanagalam  Erode District  638401",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,153.0
"PSN Engineering College  Melathediyoor
Tirunelveli District 627152",INFORMATION TECHNOLOGY,153.0
"Government College of Engineering Melachokkanathapuram  Bodinayakkanur
Theni District 625582",MECHANICAL ENGINEERING,153.0
"Government College of Engineering Melachokkanathapuram  Bodinayakkanur
Theni District 625582","ELECTRONICS AND COMMUNICATION
ENGINEERING",152.5
"Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District
632002","ELECTRONICS AND COMMUNICATION
ENGINEERING",152.5
"Sri Krishna College of Engineering  Tiruttani High Road  Arakkonam  Ranipet District
631003",MECHANICAL ENGINEERING,152.5
"Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode
District  638401",Information Science and Engineering,152.5
"St. Joseph's Institute of Technology (Autonomous)  Jeppiaar Nagar  Old Mahabalipuram Road (OMR)  Chennai
600119",COMPUTER SCIENCE AND ENGINEERING,152.5
"Sri Krishna College of Enginering and
Technology (Autonomous)   Kuniamuthur Coimbatore District 641008",INFORMATION TECHNOLOGY,152.5
"Adithya Institute of Technology
Kurumbapalayam Village  Coimbatore District 641107",COMPUTER SCIENCE AND ENGINEERING,152.5
"Sardar Raja College of Engineering
Alangulam  Tenkasi District 627808","COMPUTER SCIENCE AND
ENGINEERING",152.0
"Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47
Periaseeragapadi  Salem District 636308","ELECTRONICS AND COMMUNICATION
ENGINEERING",152.0
"Ponjesly College of  Engineering
Vettornimadam Post  Nagercoil Kanyakumari District 629003",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,152.0
"Thanthai Periyar Government Institute of
Technology  Bagayam  Vellore District 632002",MECHANICAL ENGINEERING,152.0
"Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam
Coimbatore District 641022",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,152.0
"Annai Vailankanni College of Engineering Pothaiyadi Salai  Pottalkulam Azhagappapuram  Kanyakumari District
629401",MECHANICAL ENGINEERING,152.0
"Dr. Mahalingam College of  Engineering and Technology (Autonomous) Mackinaickenpatti Post  Pollachi Taluk
Coimbatore District 642003",AUTOMOBILE ENGINEERING,152.0
"Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post  Kundrathur  Chennai
600069",COMPUTER SCIENCE AND ENGINEERING,152.0
"University Departments of Anna University Chennai - CEG Campus  Sardar Patel Road
Guindy  Chennai 600 025","ELECTRONICS AND COMMUNICATION
ENGINEERING (SS)",151.5
Builders Engineering college  Nathakadaiyur Erode Road  Palayakottai Village  Kangeyam Tiruppur District 638108,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151.5
"Loyola Institute of Technology and Science Loyola Nagar   P B No.2  Thovalai
Kanyakumari District 629302",BIO MEDICAL ENGINEERING,151.5
"University Departments of Anna University
Chennai - CEG Campus  Sardar Patel Road Guindy  Chennai 600 025",CIVIL  ENGINEERING,151.5
"K S Rangasamy College of Technology (Autonomous)  Tiruchengode  Namakkal
District 637215",Mechatronics Engineering,151.5
"Jayamatha Engineering College  Aralvaimozhi
Kanyakumari District","ELECTRICAL AND ELECTRONICS
ENGINEERING",151.5
SCAD College of Engineering and Technology Cheranmahadevi  Tirunelveli District 627414,COMPUTER SCIENCE AND ENGINEERING,151.5
"E G S Pillay  Engineering College (Autonomous)  Nagapattinam District
611002",INFORMATION TECHNOLOGY,151.0
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,ELECTRICAL AND ELECTRONICS ENGINEERING,151.0
"University College of Engineering Thirukkuvalai  Nagappattinam District
610204","ELECTRONICS AND COMMUNICATION
ENGINEERING",151.0
"Excel Engineering College (Autonomous)  NH- 544  Salem Main Road  Pallakapalayam Sankari West Post  Komarapalayam Taluk
Namakkal District - 637303",ELECTRONICS AND COMMUNICATION ENGINEERING,151.0
Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi  Sivagangai District 630004,CIVIL  ENGINEERING,151.0
"KGISL Institute of Technology  KGISL Campus Thudiyalur Road  Saravanampatti
Coimbatore District 641035",MECHANICAL ENGINEERING,151.0
Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,INFORMATION TECHNOLOGY,150.5
Surya Engineering College  Mettukadai Kathirampatti Post  Erode District 638107,"ELECTRONICS AND
COMMUNICATION ENGINEERING",150.5
"E G S Pillay  Engineering College
(Autonomous)  Nagapattinam District 611002",COMPUTER SCIENCE AND ENGINEERING,150.5
"M.A.M. College of Engineering and
Technology  Trichy-Chennai Trunk Road Siruganur  Tiruchirappalli District 621105","ELECTRONICS AND
COMMUNICATION ENGINEERING",150.5
"Karpagam College of Engineering (Autonomous)  Othakkalmandapam
Coimbatore District 641032","ELECTRONICS AND TELECOMMUNICATION
ENGINEERING",150.5
"Krishnasamy College of Engineering and
Technology  S Kumarapuram  Cuddalore District 607109",ELECTRICAL AND ELECTRONICS ENGINEERING,150.5
"University College of Engineering  Panruti Chennai-Kumbakonam Highway Panikkankuppam  Panruti  Cuddalore District
607106",ELECTRICAL AND ELECTRONICS ENGINEERING,150.5
KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,MECHANICAL ENGINEERING,150.5
"Government College of Technology (Autonomous)  Thadagam Road  Coimbatore
District 641013",INFORMATION TECHNOLOGY,150.5
Central Institute of Petrochemicals Engineering and Technology (Formerly Central Institute of Plastics Engineering and Technology) (CIPET)  Guindy  Chennai 600032,PLASTIC TECHNOLOGY,150.5
Saveetha Engineering College (Autonomous) Thandalam  Sriperumpudur Taluk Kancheepuram District 602105,MECHANICAL ENGINEERING,150.5
"Anna University Regional Campus - Madurai Kanyakumari National Highway
Keelakuilkudi  Madurai District 625019","ELECTRONICS AND COMMUNICATION
ENGINEERING",150.5
"Dhanalakshmi Srinivasan  Engineering College (Autonomous)  Thuraiyur Road
Perambalur District 621212",COMPUTER SCIENCE AND ENGINEERING,150.5
"PET Engineering College  Vallioor Post
Tirunelveli District 627117","ELECTRICAL AND ELECTRONICS
ENGINEERING",150.5
"Mahendra College of Engineering  Attur Road Minnampalli  Valapady  Salem District
636106",INFORMATION TECHNOLOGY,150.5
PET Engineering College  Vallioor Post Tirunelveli District 627117,"ELECTRONICS AND
COMMUNICATION ENGINEERING",150.5
"PPG Institute of Technology  Vilankurichi
Village  Coimbatore District 641035",INFORMATION TECHNOLOGY,150.5
"Sree Sakthi Engineering College Bettathapuram  Bilichi Village  Karamadai
Coimbatore District 641104",ELECTRICAL AND ELECTRONICS ENGINEERING,150.5
"Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post
Coimbatore District 641006",BIO TECHNOLOGY,150.0
"Bannari Amman Institute of Technology
(Autonomous)  Sathyamanagalam  Erode District  638401",Mechatronics Engineering,150.0
"Coimbatore Institute of Technology
(Autonomous)  Civil Aerodrome Post Coimbatore District 641014",CIVIL  ENGINEERING,150.0
"I F E T College of Engineering  (Autonomous)
Gangarampalayam  Villupuram District 605108",COMPUTER SCIENCE AND ENGINEERING,150.0
"V V College of Engineering  Arasoor Village Idaichivilai Post  Santhakulam Taluk
Thoothukudi District 628656",ELECTRICAL AND ELECTRONICS ENGINEERING,150.0
"Kongu Engineering College (Autonomous)
Perundurai  Erode District 638052","COMPUTER SCIENCE AND
DESIGN",149.5
"Sri Shanmugha College of Engineering and Technology  Morur Bit II Village  Salem
District 637304",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149.5
Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,COMPUTER SCIENCE AND ENGINEERING,149.5
"Tamilnadu College of Engineering
Karumathampatti Post  Coimbatore District 641659",ELECTRICAL AND ELECTRONICS ENGINEERING,149.5
"Stella Mary's College of Engineering Arunthengan Vilai  Azhikal Post  Kanyakumari
District 629202","ELECTRONICS AND COMMUNICATION
ENGINEERING",149.5
"Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai
District 625015","ELECTRONICS AND COMMUNICATION
ENGINEERING (SS)",149.5
Annai Mira College of Engineering and Technology  Arcot Road  Arappakkam Village Walaja Taulk  Ranipet District 632 517,ELECTRONICS AND COMMUNICATION ENGINEERING,149.5
"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College)  Esanoor Keelaiyur Post  Thirukkuvalai Taluk
Nagapattinam District 611103",MECHANICAL ENGINEERING,149.5
"Sri Krishna College of Technology
(Autonomous)   Kovaipudur Post  Coimbatore District 641042",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149.5
University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,MECHANICAL ENGINEERING,149.0
"Karpagam College of Engineering (Autonomous)  Othakkalmandapam
Coimbatore District 641032",MECHANICAL ENGINEERING,149.0
Ramco Institute of Technology  North venganallur Village  Krishnapuram Panchayat Rajapalayam  Virudhunagar District 626117,CIVIL  ENGINEERING,149.0
"Mepco Schlenk Engineering College (Autonomous)   Sivakasi  Virudhunagar
District 626005",ELECTRICAL AND ELECTRONICS ENGINEERING,149.0
"Mahendra Engineering College
(Autonomous)  Mahendhirapuri Mallasamudram  Namakkal District 637503",ELECTRICAL AND ELECTRONICS ENGINEERING,149.0
"Excel Engineering College (Autonomous)  NH- 544  Salem Main Road  Pallakapalayam Sankari West Post  Komarapalayam Taluk
Namakkal District - 637303",COMPUTER SCIENCE AND ENGINEERING,149.0
KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",148.5
"Sri Shanmugha College of Engineering and
Technology  Morur Bit II Village  Salem District 637304",COMPUTER SCIENCE AND ENGINEERING,148.5
"Government College of Engineering Gandarvakottai Road  Sengipatti  Thanjavur
District 613402","ELECTRONICS AND COMMUNICATION
ENGINEERING",148.5
A V S Engineering College  Military Road Ammapet  Salem District 636003,"ELECTRONICS AND COMMUNICATION
ENGINEERING",148.5
Salem College of Engineering and Technology Salem-Attur Main Road  NH-68  Mettupatty Perumapalayam  Salem District 636111,COMPUTER SCIENCE AND ENGINEERING,148.5
"Stella Mary's College of Engineering Arunthengan Vilai  Azhikal Post  Kanyakumari
District 629202",ELECTRICAL AND ELECTRONICS ENGINEERING,148.5
"University College of Engineering Thirukkuvalai  Nagappattinam District
610204",ELECTRICAL AND ELECTRONICS ENGINEERING,148.5
University College of Engineering  Villupuram Kakuppam  Villupuram District 605103,MECHANICAL ENGINEERING,148.5
University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,CIVIL ENGINEERING (TAMIL MEDIUM),148.2
"Jayaraj Annapackiam CSI College of Engineering  Nazareth  Thoothukudi District
628617",MECHANICAL ENGINEERING,148.0
"Nehru Institute of Engineering and
Technology  Thirumalayampalayam Post Coimbatore District 641105","ELECTRONICS AND
COMMUNICATION ENGINEERING",148.0
"Francis Xavier Engineering College
(Autonomous)  Vannarpettai  Tirunelveli District 627003",COMPUTER SCIENCE AND ENGINEERING,148.0
"Government College of Engineering Melachokkanathapuram  Bodinayakkanur
Theni District 625582",ELECTRICAL AND ELECTRONICS ENGINEERING,148.0
Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,Mechatronics Engineering,148.0
Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",148.0
"Thiagarajar College of Engineering
(Autonomous) Tirupparankundram  Madurai District 625015",COMPUTER SCIENCE AND ENGINEERING (SS),148.0
"M R K Institute of Technology Nattarmangalam Village  Kattumannarkoil
Cuddalore District 608306","ELECTRONICS AND COMMUNICATION
ENGINEERING",148.0
K S R College of Engineering (Autonomous) Tiruchengode  Namakkal District 637215,"ELECTRONICS AND COMMUNICATION
ENGINEERING",148.0
"Sree Sowdambika  College of Engineering
Aruppukkottai Taluk  Virudhunagar District 626134",ELECTRICAL AND ELECTRONICS ENGINEERING,148.0
"Prince Shri Venkateshwara  Padmavathy
Engineering College  (Autonomous) Ponmar Chennai 600048",INFORMATION TECHNOLOGY,147.5
"V V College of Engineering  Arasoor Village Idaichivilai Post  Santhakulam Taluk
Thoothukudi District 628656","ELECTRONICS AND COMMUNICATION
ENGINEERING",147.5
"St. Joseph's College of Engineering and
Technology  Elupatti Village  Rawaspatti Post Thanjavur District 613403",COMPUTER SCIENCE AND ENGINEERING,147.5
"Roever Engineering College  Elambalur
Perambalur District 621212","ELECTRICAL AND ELECTRONICS
ENGINEERING",147.5
"Annai College of Engineering and Technology
Anakudi Road  Kovilacheri  Kumbakonam Thanjavur District 612503",ELECTRICAL AND ELECTRONICS ENGINEERING,147.5
K P R Institute of Engineering and Technology (Autonomous)  Kollupalayam Village  Arasur Panchayat  Coimbatore District 641407,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,147.5
"Francis Xavier Engineering College (Autonomous)  Vannarpettai  Tirunelveli
District 627003",MECHANICAL ENGINEERING,147.5
Grace College of Engineering  Chandy Nagar Mullakkadu  Thoothukudi District 628005,ELECTRICAL AND ELECTRONICS ENGINEERING,147.0
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai  K Mettupalayam Post  Gobichettipalayam
Erode District 638455",COMPUTER SCIENCE AND ENGINEERING,147.0
"Kathir College of Engineering  Neelambur
Avinashi Road  Coimbatore District 641062","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",147.0
"Karpagam College of Engineering (Autonomous)  Othakkalmandapam
Coimbatore District 641032",INFORMATION TECHNOLOGY,147.0
"S S M College of Engineering
Komarapalayam  Namakkal District 638183",TEXTILE TECHNOLOGY,147.0
"Knowledge Institute of Technology (Autonomous) KIOT Campus  Kakapalayam
Post  Salem District 637504",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,147.0
"Christian College of Engineering and Technology  Oddanchatram  Dindigul District
624619",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,147.0
"Stella Mary's College of Engineering Arunthengan Vilai  Azhikal Post  Kanyakumari
District 629202",MECHANICAL ENGINEERING,147.0
Sethu Institute of Technology (Autonomous) Kariapatti Post  Virudhunagar District 626115,MECHANICAL ENGINEERING,147.0
"Kongunadu College of Engineering and
Technology (Autonomous)  Tholurpatti Thottiyam  Tiruchirappalli District 621215",COMPUTER SCIENCE AND ENGINEERING,146.5
"Good Shepherd College of Engineering and Technology  Maruthamparai  Kanyakumari
District 629101",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146.5
"E G S Pillay  Engineering College
(Autonomous)  Nagapattinam District 611002",CIVIL  ENGINEERING,146.5
"Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass Venkitapuram Post  Comibatore District
641062",ELECTRICAL AND ELECTRONICS ENGINEERING,146.5
SCAD College of Engineering and Technology Cheranmahadevi  Tirunelveli District 627414,"ELECTRONICS AND
COMMUNICATION ENGINEERING",146.5
"Dhanalakshmi Srinivasan  Engineering College (Autonomous)  Thuraiyur Road
Perambalur District 621212",CIVIL  ENGINEERING,146.5
M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,INFORMATION TECHNOLOGY,146.5
"R M D Engineering College (Autonomous) Kavaraipettai  Gummidipoondi  Thiruvallur
District 601206",COMPUTER SCIENCE AND ENGINEERING,146.5
"University College of Engineering  Arni  Arni
to Devikapuram Road  Thatchur  Arni Thiruvannamalai District 632326","ELECTRONICS AND
COMMUNICATION ENGINEERING",146.5
"Dr. Mahalingam College of  Engineering and Technology (Autonomous) Mackinaickenpatti Post  Pollachi Taluk
Coimbatore District 642003",Computer Science and Engineering (Cyber Security),146.5
"Hindusthan College of Engineering and Technology (Autonomous) Othakkalmandapam Post  Coimbatore
District 641032",COMPUTER SCIENCE AND ENGINEERING,146.0
"P S N A Colllege of Engineering and Technology (Autonomous),  Dindigul District
624622",Computer Science and Engineering (Cyber Security),146.0
"University Departments of Anna University Chennai - ACT Campus  Sardar Patel Road
Guindy  Chennai 600 025",FOOD TECHNOLOGY (SS),146.0
"K S Rangasamy College of Technology
(Autonomous)  Tiruchengode  Namakkal District 637215",TEXTILE TECHNOLOGY,146.0
"Government College of Engineering
Melachokkanathapuram  Bodinayakkanur Theni District 625582",COMPUTER SCIENCE AND ENGINEERING,146.0
"Sri Sivasubramaniya Nadar College of Engineering (Autonomous)  Kalavakkam  Old Mahabalipuram Road (OMR)  Chengalpattu
District 603110",MECHANICAL ENGINEERING,146.0
"Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post  Kundrathur  Chennai
600069",ELECTRONICS AND COMMUNICATION ENGINEERING,146.0
"Jai Shriram Engineering College  Dharapuram Road  Avinashi Palayam  Tiruppur District
638660",COMPUTER SCIENCE AND ENGINEERING,146.0
Easwari Engineering College (Autonomous) Ramapuram  Chennai 600089,ROBOTICS AND AUTOMATION,146.0
Panimalar Engineering College (Autonomous) Nazarethpet  Poonamallee  Chennai 602123,ELECTRICAL AND ELECTRONICS ENGINEERING,146.0
"PSN College of Engineering and  Technology (Autonomous) Melathediyoor  Tirunelveli-
627 152",MECHANICAL ENGINEERING,146.0
"Latha Mathavan Engineering College Kidaripatti Post  Alagarkoil (Via)  Melur Taluk
Madurai District 625301","ELECTRONICS AND COMMUNICATION
ENGINEERING",145.5
"Sri Ramakrishna Engineering College
(Autonomous)  Vattamalaipalayam Coimbatore District 641022","ELECTRONICS AND
INSTRUMENTATION ENGINEERING",145.5
"Government College of Engineering Chettikkarai Post  Dharmapuri District
635704",MECHANICAL ENGINEERING,145.5
"M.A.M. College of Engineering  Siruganur
Tiruchirappalli District 621105",MECHANICAL ENGINEERING,145.5
"Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai
District 625015",MECHANICAL ENGINEERING,145.5
"M Kumarasamy College of Engineering (Autonomous)  Thalavapalayam  Karur
District 639113",MECHANICAL ENGINEERING,145.5
"Kings Engineering College  Sriperumpudur
Taluk  Kancheepuram District 602105","COMPUTER SCIENCE AND
ENGINEERING",145.5
"Thiruvalluvar College of Engineering and
Technology  Vandavasi  Thiruvannamalai District 604505",COMPUTER SCIENCE AND ENGINEERING,145.5
"Meenakshi Ramaswamy Engineering College Trichy Main Road   Thathanur
Udayarpalayam  Ariyalur District 621804",AGRICULTURAL ENGINEERING,145.0
"Government College of Engineering Srirangam  Sethurappatti  Tiruchirappalli
District 620012",MECHANICAL ENGINEERING,145.0
"R V S College of Engineering  N Paraipatti
Post  Dindigul District 624005",INFORMATION TECHNOLOGY,145.0
"University Departments of Anna University
Chennai - ACT Campus  Sardar Patel Road Guindy  Chennai 600 025",CHEMICAL  ENGINEERING (SS),145.0
"Info Institute of Engineering  Sarkar
Samakulam  Coimbatore District 641107",MECHANICAL ENGINEERING,145.0
"Sona College of Technology (Autonomous)
Suramangalam Post  Salem District 636005","COMPUTER SCIENCE AND
ENGINEERING",144.5
"Nandha Engineering College (Autonomous) Pitchandampalayam Post  Erode District
638052",MECHANICAL ENGINEERING,144.5
"Vins Christian College of Engineering Chunkankadai Post  Nagercoil  Kanyakumari
District  629807",MECHANICAL ENGINEERING,144.5
"Excel Engineering College (Autonomous)  NH- 544  Salem Main Road  Pallakapalayam Sankari West Post  Komarapalayam Taluk
Namakkal District - 637303",INFORMATION TECHNOLOGY,144.5
"Vins Christian College of Engineering Chunkankadai Post  Nagercoil  Kanyakumari
District  629807",ELECTRICAL AND ELECTRONICS ENGINEERING,144.5
CAPE Institute of Technology  Levingipuram Tirunelveli District 627114,"ELECTRONICS AND COMMUNICATION
ENGINEERING",144.5
Udaya School of Engineering  Ammandivilai Post  Kanyakumari District 629204,MECHANICAL ENGINEERING,144.5
Builders Engineering college  Nathakadaiyur Erode Road  Palayakottai Village  Kangeyam Tiruppur District 638108,MECHANICAL ENGINEERING,144.5
