COLLEGE CODE,COLLEGE NAME,BRANCH CODE,RANCH NAME,OC,BC,BCM,MBC,SC,SCA,ST
2650,"Christ The King Engineering College  Cecilia
Gardens  Chikkarampalayam Village Coimbatore District 641104",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,126.5,,
2650,"Christ The King Engineering College  Cecilia
Gardens  Chikkarampalayam Village Coimbatore District 641104",IT,INFORMATION TECHNOLOGY,143,,,,,,
2651,"Jai Shriram Engineering College  Dharapuram Road  Avinashi Palayam  Tiruppur District
638660",CS,COMPUTER SCIENCE AND ENGINEERING,146,,,,,,
2651,"Jai Shriram Engineering College  Dharapuram Road  Avinashi Palayam  Tiruppur District
638660",FT,FASHION TECHNOLOGY,,137.5,,,,,
2652,"AL-Ameen Engineering College (Autonomous)  Karundevan Palayam  Nanjai
Uthukuli Post  Erode District 638104",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",135,,,,,,
2652,"AL-Ameen Engineering College
(Autonomous)  Karundevan Palayam  Nanjai Uthukuli Post  Erode District 638104",ME,MECHANICAL ENGINEERING,118.5,,,,,,
2653,"Knowledge Institute of Technology (Autonomous) KIOT Campus  Kakapalayam
Post  Salem District 637504",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,147,,,,,,
2653,"Knowledge Institute of Technology (Autonomous) KIOT Campus  Kakapalayam
Post  Salem District 637504",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,132.5,,
2656,Builders Engineering college  Nathakadaiyur Erode Road  Palayakottai Village  Kangeyam Tiruppur District 638108,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,,,151.5,,,
2656,Builders Engineering college  Nathakadaiyur Erode Road  Palayakottai Village  Kangeyam Tiruppur District 638108,CS,COMPUTER SCIENCE AND ENGINEERING,163.5,,,,,,
2656,Builders Engineering college  Nathakadaiyur Erode Road  Palayakottai Village  Kangeyam Tiruppur District 638108,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,121,,,,,
2656,Builders Engineering college  Nathakadaiyur Erode Road  Palayakottai Village  Kangeyam Tiruppur District 638108,ME,MECHANICAL ENGINEERING,,,,,144.5,,
2658,"V S A Group of Institutions  NH-47 Uthamasola Puram Post  Salem District
636010",CS,COMPUTER SCIENCE AND ENGINEERING,,,,139,,,
2659,Salem College of Engineering and Technology Salem-Attur Main Road  NH-68  Mettupatty Perumapalayam  Salem District 636111,CS,COMPUTER SCIENCE AND ENGINEERING,148.5,,,,,,
2673,"Sree Sakthi Engineering College Bettathapuram  Bilichi Village  Karamadai
Coimbatore District 641104",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,150.5,,,
2673,"Sree Sakthi Engineering College
Bettathapuram  Bilichi Village  Karamadai Coimbatore District 641104",IT,INFORMATION TECHNOLOGY,129,,,,,,
2673,"Sree Sakthi Engineering College Bettathapuram  Bilichi Village  Karamadai
Coimbatore District 641104",ME,MECHANICAL ENGINEERING,,,,,131.5,,
2673,"Sree Sakthi Engineering College Bettathapuram  Bilichi Village  Karamadai
Coimbatore District 641104",SC,Computer Science and Engineering (Cyber Security),134,,,,,,
2702,"Bannari Amman Institute of Technology
(Autonomous)  Sathyamanagalam  Erode District  638401",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,153,,,,,
2702,"Bannari Amman Institute of Technology
(Autonomous)  Sathyamanagalam  Erode District  638401",CD,COMPUTER SCIENCE AND DESIGN,157.5,,,,,,
2702,"Bannari Amman Institute of Technology
(Autonomous)  Sathyamanagalam  Erode District  638401",CS,COMPUTER SCIENCE AND ENGINEERING,169,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode
District  638401",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",174,,,143,,,
2702,"Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode
District  638401",IT,INFORMATION TECHNOLOGY,,162,,153,,,
2702,"Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode
District  638401",ME,MECHANICAL ENGINEERING,,141.5,,,,,
2702,"Bannari Amman Institute of Technology
(Autonomous)  Sathyamanagalam  Erode District  638401",MZ,Mechatronics Engineering,150,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode
District  638401",SE,Information Science and Engineering,152.5,,,,,,
2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post
Coimbatore District 641109",CS,COMPUTER SCIENCE AND ENGINEERING,,,,135,153.5,,
2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post
Coimbatore District 641109",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,133,,,,,
2704,"Coimbatore Institute of Engineering and
Technolgoy (Autonomous)  Narasipuram Post Coimbatore District 641109",ME,MECHANICAL ENGINEERING,136.5,,,,,,
2704,"Coimbatore Institute of Engineering and
Technolgoy (Autonomous)  Narasipuram Post Coimbatore District 641109",SC,Computer Science and Engineering (Cyber Security),,157.5,,,,,
2706,"Dr. Mahalingam College of  Engineering and Technology (Autonomous) Mackinaickenpatti Post  Pollachi Taluk
Coimbatore District 642003",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,159,,,,,
2706,"Dr. Mahalingam College of  Engineering and Technology (Autonomous) Mackinaickenpatti Post  Pollachi Taluk
Coimbatore District 642003",AU,AUTOMOBILE ENGINEERING,,152,,,,,
2706,"Dr. Mahalingam College of  Engineering and Technology (Autonomous) Mackinaickenpatti Post  Pollachi Taluk
Coimbatore District 642003",CS,COMPUTER SCIENCE AND ENGINEERING,,165,,,,,
2706,"Dr. Mahalingam College of  Engineering and Technology (Autonomous) Mackinaickenpatti Post  Pollachi Taluk
Coimbatore District 642003",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,165,,,
2706,"Dr. Mahalingam College of  Engineering and Technology (Autonomous) Mackinaickenpatti Post  Pollachi Taluk
Coimbatore District 642003",ME,MECHANICAL ENGINEERING,163,,,,,,
2706,"Dr. Mahalingam College of  Engineering and Technology (Autonomous) Mackinaickenpatti Post  Pollachi Taluk
Coimbatore District 642003",SC,Computer Science and Engineering (Cyber Security),146.5,,,,,,
2707,"Erode Sengunthar Engineering College
(Autonomous)  Thudupathi Post  Erode District 638057",ME,MECHANICAL ENGINEERING,136.5,,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous) Othakkalmandapam Post  Coimbatore
District 641032",CS,COMPUTER SCIENCE AND ENGINEERING,146,125,,,,,
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode
District 638316",CE,CIVIL  ENGINEERING,,,,159.5,,,
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode
District 638316",CS,COMPUTER SCIENCE AND ENGINEERING,,153.5,,,,,
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode
District 638316",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,132,,
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode
District 638316",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,178,,,,,,
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode
District 638316",IT,INFORMATION TECHNOLOGY,,153.5,,,,,
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode
District 638316",ME,MECHANICAL ENGINEERING,174,,,,,,
2710,"Karpagam College of Engineering
(Autonomous)  Othakkalmandapam Coimbatore District 641032",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,132.5,,,,,
2710,"Karpagam College of Engineering
(Autonomous)  Othakkalmandapam Coimbatore District 641032",CE,CIVIL  ENGINEERING,140,,,,,,
2710,"Karpagam College of Engineering
(Autonomous)  Othakkalmandapam Coimbatore District 641032",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,155.5,,,,,,
2710,"Karpagam College of Engineering (Autonomous)  Othakkalmandapam
Coimbatore District 641032",ET,"ELECTRONICS AND TELECOMMUNICATION
ENGINEERING",,150.5,,,,,
2710,"Karpagam College of Engineering (Autonomous)  Othakkalmandapam
Coimbatore District 641032",IT,INFORMATION TECHNOLOGY,,147,,,,,
2710,"Karpagam College of Engineering (Autonomous)  Othakkalmandapam
Coimbatore District 641032",ME,MECHANICAL ENGINEERING,,,149,,,,
2710,"Karpagam College of Engineering
(Autonomous)  Othakkalmandapam Coimbatore District 641032",TS,Computer Science and Technology,153,,,,,,
2711,"Kongu Engineering College (Autonomous)
Perundurai  Erode District 638052",AD,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",158,,,,,,
2711,"Kongu Engineering College (Autonomous)
Perundurai  Erode District 638052",CD,"COMPUTER SCIENCE AND
DESIGN",,149.5,,,,,
2711,"Kongu Engineering College (Autonomous)
Perundurai  Erode District 638052",CS,"COMPUTER SCIENCE AND
ENGINEERING",168,162.5,,,,,
2711,Kongu Engineering College (Autonomous) Perundurai  Erode District 638052,EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",160.5,157,,,,,
2711,"Kongu Engineering College (Autonomous)
Perundurai  Erode District 638052",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",,164.5,,,,,
2711,"Kongu Engineering College (Autonomous)
Perundurai  Erode District 638052",IT,INFORMATION TECHNOLOGY,158.5,,,,,,
2711,"Kongu Engineering College (Autonomous)
Perundurai  Erode District 638052",ME,MECHANICAL ENGINEERING,,114,,,,,
2712,"Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post
Coimbatore District 641006",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,190,,,,,,
2712,"Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post
Coimbatore District 641006",BT,BIO TECHNOLOGY,150,,,,,,
2712,"Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post
Coimbatore District 641006",CE,CIVIL  ENGINEERING,,163.5,,,,,
2712,"Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post
Coimbatore District 641006",CS,COMPUTER SCIENCE AND ENGINEERING,195.5,182,,,,,
2712,"Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post
Coimbatore District 641006",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",174.5,,,158,,,
2712,"Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post
Coimbatore District 641006",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,172,,,127.5,,
2712,"Kumaraguru College of Technology
(Autonomous)  Chinnavedampatti Post Coimbatore District 641006",EI,"ELECTRONICS AND
INSTRUMENTATION ENGINEERING",,166.5,,,,,
2712,"Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post
Coimbatore District 641006",IT,INFORMATION TECHNOLOGY,,173,,158.5,,,
2712,"Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post
Coimbatore District 641006",MZ,Mechatronics Engineering,,179,,,,,
2712,"Kumaraguru College of Technology
(Autonomous)  Chinnavedampatti Post Coimbatore District 641006",TX,TEXTILE TECHNOLOGY,162.5,,,,,,
2713,M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,CS,COMPUTER SCIENCE AND ENGINEERING,136,,,,,,
2713,M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,123,,,,,
2713,M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,IT,INFORMATION TECHNOLOGY,,,,146.5,,,
2715,"Nandha Engineering College (Autonomous) Pitchandampalayam Post  Erode District
638052",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,140,,
2715,"Nandha Engineering College (Autonomous) Pitchandampalayam Post  Erode District
638052",ME,MECHANICAL ENGINEERING,,,,144.5,,,
2718,"Sri Krishna College of Enginering and
Technology (Autonomous)   Kuniamuthur Coimbatore District 641008",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.5,,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur
Coimbatore District 641008",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,170.5,,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur
Coimbatore District 641008",CD,COMPUTER SCIENCE AND DESIGN,,156,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur
Coimbatore District 641008",CS,COMPUTER SCIENCE AND ENGINEERING,164.5,163,,144.5,,,
2718,"Sri Krishna College of Enginering and
Technology (Autonomous)   Kuniamuthur Coimbatore District 641008",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,187.5,,,,,
2718,"Sri Krishna College of Enginering and
Technology (Autonomous)   Kuniamuthur Coimbatore District 641008",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,153.5,,,149.5,,
2718,"Sri Krishna College of Enginering and
Technology (Autonomous)   Kuniamuthur Coimbatore District 641008",IT,INFORMATION TECHNOLOGY,152.5,,,141.5,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur
Coimbatore District 641008",ME,MECHANICAL ENGINEERING,158.5,,,157.5,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur
Coimbatore District 641008",SC,Computer Science and Engineering (Cyber Security),,170.5,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam
Coimbatore District 641022",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,152,,,,,,
2719,"Sri Ramakrishna Engineering College
(Autonomous)  Vattamalaipalayam Coimbatore District 641022",EI,"ELECTRONICS AND
INSTRUMENTATION ENGINEERING",,145.5,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam
Coimbatore District 641022",IT,INFORMATION TECHNOLOGY,157.5,,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam
Coimbatore District 641022",ME,MECHANICAL ENGINEERING,,,,156,,,
2719,"Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam
Coimbatore District 641022",RM,ROBOTICS AND AUTOMATION,133.5,,,,,,
2721,"Tamilnadu College of Engineering
Karumathampatti Post  Coimbatore District 641659",CS,COMPUTER SCIENCE AND ENGINEERING,123.5,,,,,,
2721,"Tamilnadu College of Engineering
Karumathampatti Post  Coimbatore District 641659",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,149.5,,,
2722,"Sri Krishna College of Technology
(Autonomous)   Kovaipudur Post  Coimbatore District 641042",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,149.5,,,,,
2722,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,AM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",148,,,,,,
2722,"Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore
District 641042",CI,"Computer Science and Engineering (Internet of
Things)",,,,136,,,
2722,"Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore
District 641042",CS,COMPUTER SCIENCE AND ENGINEERING,158.5,149.5,,,,,
2722,"Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore
District 641042",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,161,,
2722,"Sri Krishna College of Technology
(Autonomous)   Kovaipudur Post  Coimbatore District 641042",IT,INFORMATION TECHNOLOGY,161,144.5,,,,,
2722,"Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore
District 641042",ME,MECHANICAL ENGINEERING,167.5,,,,,,
2723,"Velalar College of Engineering and Technology (Autonomous)  Thindal Post
Erode District 638012",CS,COMPUTER SCIENCE AND ENGINEERING,136,,,,,,
2723,"Velalar College of Engineering and
Technology (Autonomous)  Thindal Post Erode District 638012",ME,MECHANICAL ENGINEERING,,167,,,,,
2725,"Sri Ramakrishna Institute of Technology
(Autonomous)  Pachapalayam  Coimbatore District 641010",CS,COMPUTER SCIENCE AND ENGINEERING,,,,134.5,,,
2725,"Sri Ramakrishna Institute of Technology
(Autonomous)  Pachapalayam  Coimbatore District 641010",IT,INFORMATION TECHNOLOGY,,142.5,,,,,
2726,SNS College of Technology (Autonomous) Kalappatti Post  Coimbatore District 641035,CS,COMPUTER SCIENCE AND ENGINEERING,178.5,,,,,,
2726,SNS College of Technology (Autonomous) Kalappatti Post  Coimbatore District 641035,ME,MECHANICAL ENGINEERING,139,,,,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass Venkitapuram Post  Comibatore District
641062",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,146.5,,,,,
2729,"Nehru Institute of Engineering and Technology  Thirumalayampalayam Post
Coimbatore District 641105",AE,AERONAUTICAL ENGINEERING,,,,,162.5,,
2729,"Nehru Institute of Engineering and
Technology  Thirumalayampalayam Post Coimbatore District 641105",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,148,,,,,
2731,"R V S College of Engineering and Technology Kannampalayam  Sulur  Coimbatore District
641402",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,164.5,,,,,,
2731,"R V S College of Engineering and Technology Kannampalayam  Sulur  Coimbatore District
641402",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,130.5,,,
2732,"Info Institute of Engineering  Sarkar
Samakulam  Coimbatore District 641107",ME,MECHANICAL ENGINEERING,,,,,145,,
2734,"SNS College of Engineering (Autonomous) Sathy Main Road  Kurumbapalayam Post
Coimbatore District 641107",TS,Computer Science and Technology,159,,,,,,
2735,"Karpagam Institute of Technology Seerapalayam Village  L&T By pass Road
Coimbatore District 641021",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",128,,,,,,
2735,"Karpagam Institute of Technology
Seerapalayam Village  L&T By pass Road Coimbatore District 641021",IT,INFORMATION TECHNOLOGY,133,,,,,,
2735,"Karpagam Institute of Technology
Seerapalayam Village  L&T By pass Road Coimbatore District 641021",ME,MECHANICAL ENGINEERING,,153,,,,,
2736,"Dr. N G P Institute of Technology
(Autonomous) Kalapatti Road  Coimbatore District 641035",ME,MECHANICAL ENGINEERING,134.5,,,,,,
2739,"Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District
641202",CS,COMPUTER SCIENCE AND ENGINEERING,156.5,,,,,,
2739,"Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District
641202",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,164.5,,,,,,
2739,"Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District
641202",IT,INFORMATION TECHNOLOGY,164.5,,,,,,
2741,"P A College of Engineering and Technology (Autonomous)  Palladam Road  Pollachi
Coimbatore District 642002",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",122.2,,,,,,
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE)  NH47  Palakkad Main Road  Navakkarai Post  Near Nandhi Temple
Coimbatore District 641105",BM,BIO MEDICAL ENGINEERING,,125.5,,,,,
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE)  NH47  Palakkad Main Road  Navakkarai Post  Near Nandhi Temple
Coimbatore District 641105",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,125,,,,,,
2744,"Adithya Institute of Technology
Kurumbapalayam Village  Coimbatore District 641107",CS,COMPUTER SCIENCE AND ENGINEERING,152.5,,,,,,
2745,"Kathir College of Engineering  Neelambur
Avinashi Road  Coimbatore District 641062",AD,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",,,,,147,,
2745,"Kathir College of Engineering  Neelambur
Avinashi Road  Coimbatore District 641062",CS,"COMPUTER SCIENCE AND
ENGINEERING",157.4,,,,,,
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai  K Mettupalayam Post  Gobichettipalayam
Erode District 638455",CS,COMPUTER SCIENCE AND ENGINEERING,147,,,,,,
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai  K Mettupalayam Post  Gobichettipalayam
Erode District 638455",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,124.5,,,,,,
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai  K Mettupalayam Post  Gobichettipalayam
Erode District 638455",ME,MECHANICAL ENGINEERING,,,,,,114.5,
2748,"Surya Engineering College  Mettukadai
Kathirampatti Post  Erode District 638107",CE,CIVIL  ENGINEERING,,,,125.5,,,
2748,"Surya Engineering College  Mettukadai
Kathirampatti Post  Erode District 638107",CS,"COMPUTER SCIENCE AND
ENGINEERING",157.5,,,,,,
2748,Surya Engineering College  Mettukadai Kathirampatti Post  Erode District 638107,EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,150.5,,,,,
2748,"Surya Engineering College  Mettukadai
Kathirampatti Post  Erode District 638107",SC,"Computer Science and
Engineering (Cyber Security)",,117,,,,,
2749,Easa College of Engineering and Technology NH-47  Coimbatore-Palakkad Main Road Navakarai Post  Coimbatore District 641105,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,129,,,,,,
2749,Easa College of Engineering and Technology NH-47  Coimbatore-Palakkad Main Road Navakarai Post  Coimbatore District 641105,IT,INFORMATION TECHNOLOGY,,,,142.5,,,
2750,KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,,,,122.5,,
2750,KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,AE,AERONAUTICAL ENGINEERING,124.5,,,,,,
2750,KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,AG,AGRICULTURAL ENGINEERING,120,,,,,,
2750,KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,AM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",,,,148.5,,,
2750,KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,BT,BIO TECHNOLOGY,,117,,,,,
2750,KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,140.5,,,,,
2750,KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous)  Kannampalayam Coimbatore District 641402,ME,MECHANICAL ENGINEERING,,,,,150.5,,
2751,"KGISL Institute of Technology  KGISL Campus Thudiyalur Road  Saravanampatti
Coimbatore District 641035",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,138.5,,,,,,
2751,"KGISL Institute of Technology  KGISL Campus Thudiyalur Road  Saravanampatti
Coimbatore District 641035",ME,MECHANICAL ENGINEERING,,,,151,,,
2753,"PPG Institute of Technology  Vilankurichi
Village  Coimbatore District 641035",IT,INFORMATION TECHNOLOGY,,150.5,,,,,
2755,"Nehru Institute of Technology  (Autonomous) Thirumalayampalayam Post  Coimbatore
District 641105",AG,AGRICULTURAL ENGINEERING,,,,115,,,
2761,"United Institute of Technology  Gadalore Village  Perianaickenpalayam  Coimbatore
District 641020",CS,COMPUTER SCIENCE AND ENGINEERING,,143.5,,,,,
2763,"Akshaya College of Engineering and
Technology  Kinathukadavu  Coimbatore District 642109",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,138.5,,,,,
2764,K P R Institute of Engineering and Technology (Autonomous)  Kollupalayam Village  Arasur Panchayat  Coimbatore District 641407,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,147.5,,,,,
2764,K P R Institute of Engineering and Technology (Autonomous)  Kollupalayam Village  Arasur Panchayat  Coimbatore District 641407,CE,CIVIL  ENGINEERING,142,,,,,,
2764,K P R Institute of Engineering and Technology (Autonomous)  Kollupalayam Village  Arasur Panchayat  Coimbatore District 641407,CS,COMPUTER SCIENCE AND ENGINEERING,170,141.5,,,,,
2764,K P R Institute of Engineering and Technology (Autonomous)  Kollupalayam Village  Arasur Panchayat  Coimbatore District 641407,IT,INFORMATION TECHNOLOGY,,,,,157.5,,
2764,K P R Institute of Engineering and Technology (Autonomous)  Kollupalayam Village  Arasur Panchayat  Coimbatore District 641407,MZ,Mechatronics Engineering,173,,,,,,
2769,J C T College of Engineering and Technology Pichanur  Coimbatore District 641105,PC,PETRO CHEMICAL TECHNOLOGY,118.5,,,,,,
2770,Studyworld College of Engineering Madukarai Post  Coimbatore - 641 105.,EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",123.5,,,,,,
2776,R V S Technical Campus-Coimbatore Kumaran Kottam Campus   Kannampalayam Sulur  Coimbatore District 641 402,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,,,,153.5,,
3011,University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,AU,AUTOMOBILE ENGINEERING,123.5,,,,,,
3011,University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,CE,CIVIL  ENGINEERING,132,,,,,,
3011,University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,CS,COMPUTER SCIENCE AND ENGINEERING,127,,,,,,
3011,University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,165.5,143.5,,,,,
3011,University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,IT,INFORMATION TECHNOLOGY,,156,,135,,,
3011,University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,ME,MECHANICAL ENGINEERING,149,,,134.5,,,
3011,University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,PC,PETRO CHEMICAL TECHNOLOGY,,117,,,,,
3011,University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,XC,CIVIL ENGINEERING (TAMIL MEDIUM),148.2,,,,,,
3011,University College of Engineering Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),129,,,,,,
3016,"University College of Engineering  Ariyalur Kathankudikadu Village  Thelur Post  Ariyalur
District 621704",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,141.5,,
3018,"University College of Engineering Thirukkuvalai  Nagappattinam District
610204",CE,CIVIL  ENGINEERING,,139,,,,,
3018,"University College of Engineering Thirukkuvalai  Nagappattinam District
610204",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,151,,,,,
3018,"University College of Engineering Thirukkuvalai  Nagappattinam District
610204",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,148.5,,,,,,
3018,"University College of Engineering Thirukkuvalai  Nagappattinam District
610204",XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),,,,,137.5,,
3019,"University College of Engineering  Panruti Chennai-Kumbakonam Highway Panikkankuppam  Panruti  Cuddalore District
607106",CE,CIVIL  ENGINEERING,118.5,,,,,,
3019,"University College of Engineering  Panruti Chennai-Kumbakonam Highway Panikkankuppam  Panruti  Cuddalore District
607106",CS,COMPUTER SCIENCE AND ENGINEERING,,135.5,,,,,
3019,"University College of Engineering  Panruti Chennai-Kumbakonam Highway Panikkankuppam  Panruti  Cuddalore District
607106",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,150.5,,,,,,
