COLLEGE CODE,COLLEGE NAME,BRANCH CODE,RANCH NAME,OC,BC,BCM,MBC,SC,SCA,ST
2006,"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004",CE,CIVIL  ENGINEERING,157.5,,,,,,
2006,PSG College of Technology (Autonomous) Peelamedu  Coimbatore District 641004,CG,"Computer Science and Engineering (Artificial Intelligence and Machine
Learning) (SS)",,,,,168,,
2006,"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004",CM,"COMPUTER SCIENCE AND
ENGINEERING (SS)",195,195,,,,,
2006,PSG College of Technology (Autonomous) Peelamedu  Coimbatore District 641004,EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,193,,,,,
2006,"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",,,,,138.5,,
2006,PSG College of Technology (Autonomous) Peelamedu  Coimbatore District 641004,EM,"ELECTRONICS AND COMMUNICATION
ENGINEERING (SS)",,,,,,165.5,
2006,PSG College of Technology (Autonomous) Peelamedu  Coimbatore District 641004,ES,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),,171.5,,,,,
2006,"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004",FY,FASHION TECHNOLOGY (SS),159.5,,,,,,
2006,"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004",IM,"INFORMATION TECHNOLOGY
(SS)",,192,,,,,
2006,"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004",IY,"INSTRUMENTATION AND
CONTROL ENGINEERING (SS)",,,,166,,,
2006,"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004",MF,"MECHANICAL ENGINEERING
(SS)",,,,177.5,,,
2006,"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004",MS,"MECHANICAL ENGINEERING
(SANDWICH) (SS)",,,160,,,,
2006,"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004",PS,"PRODUCTION ENGINEERING
(SANDWICH) (SS)",,,,135.5,,,
2006,"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004",RA,"ROBOTICS AND AUTOMATION
(SS)",,167.5,,,,,
2006,"PSG College of Technology (Autonomous)
Peelamedu  Coimbatore District 641004",TX,TEXTILE TECHNOLOGY,183,,,,,,
2007,"Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post
Coimbatore District 641014",AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),172.5,,,,,,
2007,"Coimbatore Institute of Technology
(Autonomous)  Civil Aerodrome Post Coimbatore District 641014",CE,CIVIL  ENGINEERING,,,,,150,,
2007,"Coimbatore Institute of Technology
(Autonomous)  Civil Aerodrome Post Coimbatore District 641014",CM,COMPUTER SCIENCE AND ENGINEERING (SS),,173.5,,,,,
2007,"Coimbatore Institute of Technology
(Autonomous)  Civil Aerodrome Post Coimbatore District 641014",CS,COMPUTER SCIENCE AND ENGINEERING,,191.5,,,,,
2007,"Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post
Coimbatore District 641014",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,176.5,,,
2007,"Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post
Coimbatore District 641014",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,191,,,,,
2007,"Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post
Coimbatore District 641014",EM,"ELECTRONICS AND COMMUNICATION
ENGINEERING (SS)",181.5,,,,,,
2007,"Coimbatore Institute of Technology
(Autonomous)  Civil Aerodrome Post Coimbatore District 641014",EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),,,,153,,,
2007,"Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post
Coimbatore District 641014",IM,INFORMATION TECHNOLOGY (SS),,,,,163,,
2007,"Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post
Coimbatore District 641014",ME,MECHANICAL ENGINEERING,189,,,,,,
2025,"Anna University Regional Campus - Coimbatore  Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam  Coimbatore District
641046",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,158,,,,,
2025,"Anna University Regional Campus - Coimbatore  Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam  Coimbatore District
641046",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,166,138,,,,,
2025,"Anna University Regional Campus - Coimbatore  Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam  Coimbatore District
641046",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,121.5,,,
2025,"Anna University Regional Campus - Coimbatore  Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam  Coimbatore District
641046",ME,MECHANICAL ENGINEERING,160.5,,,,,,
2302,"Sri Shanmugha College of Engineering and Technology  Morur Bit II Village  Salem
District 637304",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149.5,,,,,,
2302,"Sri Shanmugha College of Engineering and
Technology  Morur Bit II Village  Salem District 637304",CS,COMPUTER SCIENCE AND ENGINEERING,148.5,,,,,,
2302,"Sri Shanmugha College of Engineering and Technology  Morur Bit II Village  Salem
District 637304",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,108,,,
2302,"Sri Shanmugha College of Engineering and Technology  Morur Bit II Village  Salem
District 637304",ME,MECHANICAL ENGINEERING,,138,,,,,
2327,"N S N College of Engineering and Technology Karur-Madurai NH7  Manalmedu  Karur
District 639003",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,125.5,,,,,
2327,"N S N College of Engineering and Technology
Karur-Madurai NH7  Manalmedu  Karur District 639003",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,124,,,
2327,"N S N College of Engineering and Technology
Karur-Madurai NH7  Manalmedu  Karur District 639003",ME,MECHANICAL ENGINEERING,,,,136.5,,,
2328,"K S R Institute for Engineering and
Technology  (Autonomous) Thokkavadi Namakkal District 637215",IT,INFORMATION TECHNOLOGY,,,,137,,,
2328,"K S R Institute for Engineering and Technology  (Autonomous) Thokkavadi
Namakkal District 637215",ME,MECHANICAL ENGINEERING,126.5,,,,,,
2329,"Rathinam Technical Campus  (Autonomous) Pollachi Road  Eachanari  Coimbatore District
641021",CS,COMPUTER SCIENCE AND ENGINEERING,168,,,,,,
2332,"Aishwarya College of Engineering and Technology  Errattaikaradu Paruvachi Post Anthiyur (Via)  Bhavani Taluk  Erode District
638312",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,140.5,,
2341,"Ganesh College of Engineering  Attur Main
Road  Mettupatti  Salem District 636111",CS,"COMPUTER SCIENCE AND
ENGINEERING",,122,,,,,
2342,"Sri Ranganathar Institute of Engineering and Technology  Thudialur-Kovilpalay Road
Coimbatore District 641110",CE,CIVIL  ENGINEERING,,,,112.5,,,
2342,"Sri Ranganathar Institute of Engineering and Technology  Thudialur-Kovilpalay Road
Coimbatore District 641110",CS,COMPUTER SCIENCE AND ENGINEERING,134,,,,,,
2342,"Sri Ranganathar Institute of Engineering and Technology  Thudialur-Kovilpalay Road
Coimbatore District 641110",IT,INFORMATION TECHNOLOGY,137,,,,,,
2345,"Dhirajlal Gandhi College of Technology
Sikkanampatty  (Opp. to Airport)  Omalur Taluk  Salem District 636309",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,156.5,,,
2346,"Shree Sathyam College of Engineering and Technology  NH-47  Manjakkalpatti Kuppanur Post  Sankari Taluk  Salem District
637301",CS,COMPUTER SCIENCE AND ENGINEERING,,,,119.5,,,
2346,"Shree Sathyam College of Engineering and Technology  NH-47  Manjakkalpatti Kuppanur Post  Sankari Taluk  Salem District
637301",ME,MECHANICAL ENGINEERING,138,,,,,,
2347,AVS College of Technology  Attur Main Road Near AVS College of Arts & Science Chinnagoundapuram  Salem District 636106,AG,AGRICULTURAL ENGINEERING,,,,118.5,,,
2347,AVS College of Technology  Attur Main Road Near AVS College of Arts & Science Chinnagoundapuram  Salem District 636106,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,135.5,,,
2347,AVS College of Technology  Attur Main Road Near AVS College of Arts & Science Chinnagoundapuram  Salem District 636106,IT,INFORMATION TECHNOLOGY,,126,,,,,
2347,AVS College of Technology  Attur Main Road Near AVS College of Arts & Science Chinnagoundapuram  Salem District 636106,ME,MECHANICAL ENGINEERING,128,,,,,,
2354,"Pollachi Institute of Engineering and Technology  Main Road  Poosaripatti
Pollachi Taluk  Coimbatore District 642205",CS,COMPUTER SCIENCE AND ENGINEERING,,,,127.5,,,
2354,"Pollachi Institute of Engineering and
Technology  Main Road  Poosaripatti Pollachi Taluk  Coimbatore District 642205",ME,MECHANICAL ENGINEERING,138,,,,,,
2357,"V S B College of Engineering Technical
Campus  Ealur Pirivu  Solavampalayam Post Coimbatore District 642109",CS,COMPUTER SCIENCE AND ENGINEERING,160.5,,,,,,
2357,"V S B College of Engineering Technical
Campus  Ealur Pirivu  Solavampalayam Post Coimbatore District 642109",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,134.5,,,,,,
2360,"Suguna College of Engineering  Kalappatti Road  Civil Aerodrome Post  Coimbatore
District 641014",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",125.5,,,,,,
2367,"Arjun College of Technology Chettiyakkapalayam  Kinathukadavu
Coimbatore District 642120",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139,,,,,,
2369,"Government College of Engineering Chettikkarai Post  Dharmapuri District
635704",CE,CIVIL  ENGINEERING,141,,,,,,
2369,"Government College of Engineering
Chettikkarai Post  Dharmapuri District 635704",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,,,158.5,,,
2369,"Government College of Engineering Chettikkarai Post  Dharmapuri District
635704",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,130,,,,,
2369,"Government College of Engineering Chettikkarai Post  Dharmapuri District
635704",ME,MECHANICAL ENGINEERING,145.5,109.5,,,,,
2377,"PSG Institute of Technology and Applied Research  Avinashi Road  Neelambur
Coimbatore 641062",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,181.5,,,,,,
2377,"PSG Institute of Technology and Applied
Research  Avinashi Road  Neelambur Coimbatore 641062",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,141,,,,
2377,"PSG Institute of Technology and Applied
Research  Avinashi Road  Neelambur Coimbatore 641062",CE,CIVIL  ENGINEERING,,134,,,,,
2377,"PSG Institute of Technology and Applied
Research  Avinashi Road  Neelambur Coimbatore 641062",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",176,,,,,,
2377,"PSG Institute of Technology and Applied Research  Avinashi Road  Neelambur
Coimbatore 641062",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,139.5,,
2601,"Adhiyamaan  College of Engineering (Autonomous)  Hosur  Krishnagiri District
635109",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,130,,,,,,
2603,"Government College of Engineering (Autonomous)  Bargur  Krishnagiri District
635104",CS,COMPUTER SCIENCE AND ENGINEERING,162,,,,,,
2603,"Government College of Engineering
(Autonomous)  Bargur  Krishnagiri District 635104",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",168,155,,,,,
2603,"Government College of Engineering (Autonomous)  Bargur  Krishnagiri District
635104",ME,MECHANICAL ENGINEERING,,,,162.5,,,
2607,"K S Rangasamy College of Technology (Autonomous)  Tiruchengode  Namakkal
District 637215",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,127.5,,,
2607,"K S Rangasamy College of Technology (Autonomous)  Tiruchengode  Namakkal
District 637215",MZ,Mechatronics Engineering,,151.5,,,,,
2607,"K S Rangasamy College of Technology
(Autonomous)  Tiruchengode  Namakkal District 637215",TX,TEXTILE TECHNOLOGY,,146,,,,,
2608,"M Kumarasamy College of Engineering
(Autonomous)  Thalavapalayam  Karur District 639113",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,126.5,,,,,
2608,"M Kumarasamy College of Engineering
(Autonomous)  Thalavapalayam  Karur District 639113",CS,COMPUTER SCIENCE AND ENGINEERING,130,,,,,,
2608,"M Kumarasamy College of Engineering (Autonomous)  Thalavapalayam  Karur
District 639113",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",154,,,,,,
2608,"M Kumarasamy College of Engineering (Autonomous)  Thalavapalayam  Karur
District 639113",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,159,,,,,,
2608,"M Kumarasamy College of Engineering (Autonomous)  Thalavapalayam  Karur
District 639113",ME,MECHANICAL ENGINEERING,145.5,135,,,,,
2609,"Mahendra Engineering College
(Autonomous)  Mahendhirapuri Mallasamudram  Namakkal District 637503",CH,CHEMICAL  ENGINEERING,,114,,,,,
2609,"Mahendra Engineering College (Autonomous)  Mahendhirapuri
Mallasamudram  Namakkal District 637503",CS,COMPUTER SCIENCE AND ENGINEERING,,126,,,153.5,,
2609,"Mahendra Engineering College (Autonomous)  Mahendhirapuri
Mallasamudram  Namakkal District 637503",CY,Cyber Security,,128.5,,,,,
2609,"Mahendra Engineering College (Autonomous)  Mahendhirapuri
Mallasamudram  Namakkal District 637503",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",124,,,,,,
2609,"Mahendra Engineering College
(Autonomous)  Mahendhirapuri Mallasamudram  Namakkal District 637503",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,149,,,,,
2609,"Mahendra Engineering College
(Autonomous)  Mahendhirapuri Mallasamudram  Namakkal District 637503",IT,INFORMATION TECHNOLOGY,,,,123.5,136,,
2609,"Mahendra Engineering College
(Autonomous)  Mahendhirapuri Mallasamudram  Namakkal District 637503",ME,MECHANICAL ENGINEERING,141,,,,,,
2609,"Mahendra Engineering College (Autonomous)  Mahendhirapuri
Mallasamudram  Namakkal District 637503",MZ,Mechatronics Engineering,,,,163,,,
2610,"Muthayammal Engineering College (Autonomous)  Rasipuram  Namakkal District
637408",BT,BIO TECHNOLOGY,124.5,,,,,,
2610,"Muthayammal Engineering College (Autonomous)  Rasipuram  Namakkal District
637408",CE,CIVIL  ENGINEERING,,138,,,,,
2610,"Muthayammal Engineering College
(Autonomous)  Rasipuram  Namakkal District 637408",CS,COMPUTER SCIENCE AND ENGINEERING,141.5,107.5,,,,,
2610,"Muthayammal Engineering College (Autonomous)  Rasipuram  Namakkal District
637408",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",128,,,,,,
2610,"Muthayammal Engineering College (Autonomous)  Rasipuram  Namakkal District
637408",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,121,,,,,,
2610,"Muthayammal Engineering College (Autonomous)  Rasipuram  Namakkal District
637408",IT,INFORMATION TECHNOLOGY,122,,,,,,
2610,"Muthayammal Engineering College
(Autonomous)  Rasipuram  Namakkal District 637408",ME,MECHANICAL ENGINEERING,120.5,,,,,,
2611,Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,118.5,,,,,,
2611,Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,CS,COMPUTER SCIENCE AND ENGINEERING,149.5,,,127.5,,,
2611,Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,135,,,
2611,Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,IT,INFORMATION TECHNOLOGY,126.5,,,,,,
2611,Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,MZ,Mechatronics Engineering,148,,,,,,
2611,Paavai Engineering College (Autonomous) NH-7  Pachal Post  Namakkal District 637018,RM,ROBOTICS AND AUTOMATION,,134.5,,,,,
2613,K S R College of Engineering (Autonomous) Tiruchengode  Namakkal District 637215,EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",148,,,,,,
2613,"K S R College of Engineering (Autonomous)
Tiruchengode  Namakkal District 637215",ME,MECHANICAL ENGINEERING,130.5,,,,,,
2613,"K S R College of Engineering (Autonomous)
Tiruchengode  Namakkal District 637215",SF,Safety and Fire Engineering,,,,,,112,
2614,S S M College of Engineering Komarapalayam  Namakkal District 638183,EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,108.5,,,
2614,"S S M College of Engineering
Komarapalayam  Namakkal District 638183",TX,TEXTILE TECHNOLOGY,,,,147,,,
2615,"Government College of Engineering (Autonomous)  Karuppur  Salem District
636011",CE,CIVIL  ENGINEERING,161,,,,145,,
2615,"Government College of Engineering (Autonomous)  Karuppur  Salem District
636011",CS,COMPUTER SCIENCE AND ENGINEERING,,169,,,,,
2615,"Government College of Engineering
(Autonomous)  Karuppur  Salem District 636011",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,,,160.5,,,
2615,"Government College of Engineering
(Autonomous)  Karuppur  Salem District 636011",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,168,,,165.5,,,
2615,"Government College of Engineering
(Autonomous)  Karuppur  Salem District 636011",ME,MECHANICAL ENGINEERING,162.5,154.5,,,,,
2617,"Sengunthar Engineering College (Autonomous)  Tiruchengode  Namakkal
District 637205",CS,COMPUTER SCIENCE AND ENGINEERING,132,,,,,,
2617,"Sengunthar Engineering College (Autonomous)  Tiruchengode  Namakkal
District 637205",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,122,,,,,,
2617,"Sengunthar Engineering College (Autonomous)  Tiruchengode  Namakkal
District 637205",ME,MECHANICAL ENGINEERING,,104,,,,,
2617,"Sengunthar Engineering College
(Autonomous)  Tiruchengode  Namakkal District 637205",SC,Computer Science and Engineering (Cyber Security),,,,,,101.5,
2618,"Sona College of Technology (Autonomous)
Suramangalam Post  Salem District 636005",AD,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",,,,137,,,
2618,Sona College of Technology (Autonomous) Suramangalam Post  Salem District 636005,AM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",127,,,,,,
2618,"Sona College of Technology (Autonomous)
Suramangalam Post  Salem District 636005",CS,"COMPUTER SCIENCE AND
ENGINEERING",144.5,,,134,,,
2618,Sona College of Technology (Autonomous) Suramangalam Post  Salem District 636005,EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",143,,,,,,
2618,"Sona College of Technology (Autonomous)
Suramangalam Post  Salem District 636005",IT,INFORMATION TECHNOLOGY,,131.5,,,,,
2618,"Sona College of Technology (Autonomous)
Suramangalam Post  Salem District 636005",ME,MECHANICAL ENGINEERING,140.5,,,,,,
2618,"Sona College of Technology (Autonomous)
Suramangalam Post  Salem District 636005",MZ,Mechatronics Engineering,,164,,,,,
2621,Er. Perumal Manimekalai College of Engineering   (Autonomous) Near Koneripalli Hosur  Krishnagiri District 635117,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,141.5,,,,,,
2621,Er. Perumal Manimekalai College of Engineering   (Autonomous) Near Koneripalli Hosur  Krishnagiri District 635117,CS,COMPUTER SCIENCE AND ENGINEERING,,,,,105,,
2622,V S B Engineering College(Autonomous) Kovai Road  Karur District 639111,EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",138.5,,,,,,
2622,"V S B Engineering College(Autonomous)
Kovai Road  Karur District 639111",ME,MECHANICAL ENGINEERING,144.5,,,,,,
2623,"Mahendra College of Engineering  Attur Road Minnampalli  Valapady  Salem District
636106",BM,BIO MEDICAL ENGINEERING,111,,,,,,
2623,"Mahendra College of Engineering  Attur Road
Minnampalli  Valapady  Salem District 636106",CS,COMPUTER SCIENCE AND ENGINEERING,124,,,116,,,
2623,"Mahendra College of Engineering  Attur Road
Minnampalli  Valapady  Salem District 636106",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,139,,,,,
2623,"Mahendra College of Engineering  Attur Road
Minnampalli  Valapady  Salem District 636106",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,162.5,,,
2623,"Mahendra College of Engineering  Attur Road Minnampalli  Valapady  Salem District
636106",IT,INFORMATION TECHNOLOGY,,150.5,,,,,
2623,"Mahendra College of Engineering  Attur Road Minnampalli  Valapady  Salem District
636106",ME,MECHANICAL ENGINEERING,,,119,,,,
2624,"Gnanamani College of Technology (Autonomous) Pachal Post  Namakkal District
637018",AG,AGRICULTURAL ENGINEERING,142,,,,,,
2624,"Gnanamani College of Technology
(Autonomous) Pachal Post  Namakkal District 637018",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,,,108.5,137,,
2624,"Gnanamani College of Technology (Autonomous) Pachal Post  Namakkal District
637018",IT,INFORMATION TECHNOLOGY,138.5,,,,112.5,,
2624,"Gnanamani College of Technology (Autonomous) Pachal Post  Namakkal District
637018",ME,MECHANICAL ENGINEERING,,,,158,,,
2625,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,CS,COMPUTER SCIENCE AND ENGINEERING,121.5,,,,,,
2625,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,104,,,,,
2627,"Selvam College of Technology
Pappanaickenpatti Post  Namakkal District 637003",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,127.5,,,,,
2628,"Paavai College of Engineering  NH-7  Pachal
Post  Namakkal District 637018",CS,"COMPUTER SCIENCE AND
ENGINEERING",,,,113.5,,,
2628,"Paavai College of Engineering  NH-7  Pachal
Post  Namakkal District 637018",ME,MECHANICAL ENGINEERING,127,,,,,,
2632,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri Mallasamudram   Namakkal District 637503,AU,AUTOMOBILE ENGINEERING,174,,,,,,
2632,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri Mallasamudram   Namakkal District 637503,CS,COMPUTER SCIENCE AND ENGINEERING,165.5,138.5,,160,,,
2632,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri Mallasamudram   Namakkal District 637503,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,157,,,,,
2632,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri Mallasamudram   Namakkal District 637503,IT,INFORMATION TECHNOLOGY,136.5,,,,,,
2632,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri Mallasamudram   Namakkal District 637503,ME,MECHANICAL ENGINEERING,138.5,,,133,,,
2634,"Excel Engineering College (Autonomous)  NH- 544  Salem Main Road  Pallakapalayam Sankari West Post  Komarapalayam Taluk
Namakkal District - 637303",CS,COMPUTER SCIENCE AND ENGINEERING,,,,149,,,
2634,"Excel Engineering College (Autonomous)  NH- 544  Salem Main Road  Pallakapalayam Sankari West Post  Komarapalayam Taluk
Namakkal District - 637303",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,151,,,
2634,"Excel Engineering College (Autonomous)  NH- 544  Salem Main Road  Pallakapalayam Sankari West Post  Komarapalayam Taluk
Namakkal District - 637303",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,164.5,,,,,
2634,"Excel Engineering College (Autonomous)  NH- 544  Salem Main Road  Pallakapalayam Sankari West Post  Komarapalayam Taluk
Namakkal District - 637303",IT,INFORMATION TECHNOLOGY,144.5,,,,,,
2634,"Excel Engineering College (Autonomous)  NH- 544  Salem Main Road  Pallakapalayam Sankari West Post  Komarapalayam Taluk
Namakkal District - 637303",ME,MECHANICAL ENGINEERING,,138,,,,,
2636,"A V S Engineering College  Military Road
Ammapet  Salem District 636003",AD,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",,125.5,,,,,
2636,"A V S Engineering College  Military Road
Ammapet  Salem District 636003",CS,"COMPUTER SCIENCE AND
ENGINEERING",,,,,127.5,,
2636,A V S Engineering College  Military Road Ammapet  Salem District 636003,EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",148.5,,,,,,
2636,"A V S Engineering College  Military Road
Ammapet  Salem District 636003",EE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",164,,,,,,
2636,"A V S Engineering College  Military Road
Ammapet  Salem District 636003",IT,INFORMATION TECHNOLOGY,121,,,,,,
2636,"A V S Engineering College  Military Road
Ammapet  Salem District 636003",ME,MECHANICAL ENGINEERING,,127,,,,,
2639,"R P Sarathy Institute of Technology Poosaripatty  Kadaympatty Taluk  Salem
Tamil Nadu-636305",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",114,,,,,,
2640,"Jayalakshmi Institute of Technology  Thoppur
Dharmapuri District 635352",CS,"COMPUTER SCIENCE AND
ENGINEERING",130.5,,,,,,
2641,Varuvan Vadivelan Institute of Technology Nallanahalli  Dharmapuri District 636701,EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",121.5,,,,,,
2642,"P S V College of Engineeering and Technology Mittapalli  Balinayanapalli Post  Elathagiri
Krishnagiri District 635108",CE,CIVIL  ENGINEERING,153.5,,,,,,
2642,"P S V College of Engineeering and Technology Mittapalli  Balinayanapalli Post  Elathagiri
Krishnagiri District 635108",CS,COMPUTER SCIENCE AND ENGINEERING,,129.5,,,,,
2642,"P S V College of Engineeering and Technology Mittapalli  Balinayanapalli Post  Elathagiri
Krishnagiri District 635108",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",125.5,,,,,,
2642,"P S V College of Engineeering and Technology Mittapalli  Balinayanapalli Post  Elathagiri
Krishnagiri District 635108",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,117,,,,
2642,"P S V College of Engineeering and Technology
Mittapalli  Balinayanapalli Post  Elathagiri Krishnagiri District 635108",IT,INFORMATION TECHNOLOGY,,,,129.5,,,
2642,"P S V College of Engineeering and Technology Mittapalli  Balinayanapalli Post  Elathagiri
Krishnagiri District 635108",ME,MECHANICAL ENGINEERING,,,,134.5,,,
2646,"Tagore Institute of Engineering and Technology  Deviyakurichi  Attur Taluk  Salem
District 636112",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,171.5,,,,,
2646,"Tagore Institute of Engineering and
Technology  Deviyakurichi  Attur Taluk  Salem District 636112",ME,MECHANICAL ENGINEERING,,,,134,,,
2647,"J K K Nataraja College of Engineering and Technology  Komarapalayam Amani Thattankuttai Panchayat  Namakkal District
638183",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,128,,
2647,"J K K Nataraja College of Engineering and Technology  Komarapalayam Amani Thattankuttai Panchayat  Namakkal District
638183",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,118,,,,,,
2647,"J K K Nataraja College of Engineering and Technology  Komarapalayam Amani Thattankuttai Panchayat  Namakkal District
638183",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,106,,,,,,
2648,"Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47
Periaseeragapadi  Salem District 636308",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,,,131.5,,,
2648,"Annapoorana Engineering College
(Autonomous)  Sankari Main Road  NH-47 Periaseeragapadi  Salem District 636308",CE,CIVIL  ENGINEERING,108.5,,,,,,
2648,"Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47
Periaseeragapadi  Salem District 636308",CS,COMPUTER SCIENCE AND ENGINEERING,121.5,,,,,,
2648,"Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47
Periaseeragapadi  Salem District 636308",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",152,,,,,,
2648,"Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47
Periaseeragapadi  Salem District 636308",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,109.5,139.5,,
2650,"Christ The King Engineering College  Cecilia
Gardens  Chikkarampalayam Village Coimbatore District 641104",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,,,134.5,,,
