COLLEGE CODE,COLLEGE NAME,BRANCH CODE,BRANCH NAME,OC,BC,BCM,MBC,SC,SCA,ST
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",CE,Civil Engineering,158,138,,149.5,,,
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",CS,Computer Science and Engineering,,,137.5,,,,
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",EC,Electronics and Communication Engineering,146,139,,,,,
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",EE,Electrical and Electronics Engineering,,,,,178,,
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",ME,Mechanical Engineering,196.83,153,,147.5,,,
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",MT,Metallurgical Engineering,162.5,,,,,,
2617,"Sengunthar Engineering College  (Autonomous), Tiruchengode, Namakkal District 637205",CS,Computer Science and Engineering,125.5,,,,,,
2617,"Sengunthar Engineering College  (Autonomous), Tiruchengode, Namakkal District 637205",EC,Electronics and Communication Engineering,123.5,109.5,,,,,
2617,"Sengunthar Engineering College  (Autonomous), Tiruchengode, Namakkal District 637205",EE,Electrical and Electronics Engineering,115,112.5,,,,,
2617,"Sengunthar Engineering College  (Autonomous), Tiruchengode, Namakkal District 637205",ME,Mechanical Engineering,113.5,,,,,,
2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",CS,Computer Science and Engineering,133,,,,,,
2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",EC,Electronics and Communication Engineering,137,,,,,,
2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",EE,Electrical and Electronics Engineering,131,,,,,,
2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",ME,Mechanical Engineering,143.5,141.5,,134,,,
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam,
Namakkal District 637205",EE,Electrical and Electronics Engineering,123,,,,,,
2621,"Er. Perumal Manimekalai College of Engineering,
Near Koneripalli, Hosur, Krishnagiri District 635117",EC,Electronics and Communication Engineering,116,,,,,,
2622,"V S B Engineering College, Kovai Road, Karur District 639111",EC,Electronics and Communication Engineering,151,,,,,,
2622,"V S B Engineering College, Kovai Road, Karur District 639111",IT,Information Technology,133.5,,,,,,
2622,"V S B Engineering College, Kovai Road, Karur District 639111",ME,Mechanical Engineering,117,112.5,,,,,
2623,"Mahendra College of Engineering, Attur Road, Minnampalli, Valapady, Salem District 636106",EC,Electronics and Communication Engineering,140.5,,,,,,
2623,"Mahendra College of Engineering, Attur Road, Minnampalli, Valapady, Salem District 636106",ME,Mechanical Engineering,112,,,109,,,
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",AD,Artificial Intelligence and Data Science,,131,,,,,
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",CH,Chemical Engineering,,,,,124,,
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",CS,Computer Science and Engineering,143,,,,103,,
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",EC,Electronics and Communication Engineering,110.5,,,,,,
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",EE,Electrical and Electronics Engineering,114,,,,,,
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",ME,Mechanical Engineering,115.5,,,,,,
2625,"The Kavery Engineering College, M Kalipatti Post, Mecheri, Salem District 634456",CH,Chemical Engineering,,134,,,,,
2625,"The Kavery Engineering College, M Kalipatti Post, Mecheri, Salem District 634456",CS,Computer Science and Engineering,128.5,,,113,,,
2625,"The Kavery Engineering College, M Kalipatti Post, Mecheri, Salem District 634456",EE,Electrical and Electronics Engineering,133.5,,,124,,,
2625,"The Kavery Engineering College, M Kalipatti Post, Mecheri, Salem District 634456",ME,Mechanical Engineering,130,,,,114,,
2627,"Selvam College of Technology, Pappanaickenpatti Post, Namakkal District
637003",BT,Bio Technology,,,,153,,,
2627,"Selvam College of Technology,
Pappanaickenpatti Post, Namakkal District 637003",CE,Civil Engineering,126,,,122.5,,,
2627,"Selvam College of Technology,
Pappanaickenpatti Post, Namakkal District 637003",CS,Computer Science and Engineering,119,,,,,,
2627,"Selvam College of Technology,
Pappanaickenpatti Post, Namakkal District 637003",EC,Electronics and Communication Engineering,129.5,,,,,,
2627,"Selvam College of Technology,
Pappanaickenpatti Post, Namakkal District 637003",ME,Mechanical Engineering,141,121,,,128,,
2628,"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018",AU,Automobile Engineering,,,122.5,,,,
2628,"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018",CS,Computer Science and Engineering,126.5,,,,,,
2628,"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018",EE,Electrical and Electronics Engineering,150,,,,,,
2628,"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018",ME,Mechanical Engineering,130,,,,,,
2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri,
Mallasamudram,  Namakkal District 637503",CS,Computer Science and Engineering,141.5,,,,,,
2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri,
Mallasamudram,  Namakkal District 637503",EC,Electronics and Communication Engineering,126.5,,,,,,
2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri,
Mallasamudram,  Namakkal District 637503",ME,Mechanical Engineering,121,112.5,,110.5,,,
2634,"Excel Engineering College, Pallakkapalayam, Sankari West Post, Namakkal District 637303",AE,Aeronautical Engineering,132,,,,,,
2634,"Excel Engineering College, Pallakkapalayam, Sankari West Post, Namakkal District 637303",IT,Information Technology,151.5,,,,,,
2636,"A V S Engineering College, Military Road, Ammapet, Salem District 636003",CE,Civil Engineering,115.5,,,,,,
2636,"A V S Engineering College, Military Road, Ammapet, Salem District 636003",CS,Computer Science and Engineering,139.5,,,116,,,
2636,"A V S Engineering College, Military Road, Ammapet, Salem District 636003",EC,Electronics and Communication Engineering,121.5,,,,120,,
2636,"A V S Engineering College, Military Road, Ammapet, Salem District 636003",ME,Mechanical Engineering,128,122.5,,106.5,,,
2639,"Narasus Sarathy Institute of Technology, Poosaripatty Village, Omalur Taluk, Salem
District 636305",EC,Electronics and Communication Engineering,108,,,,,,
2639,"Narasus Sarathy Institute of Technology, Poosaripatty Village, Omalur Taluk, Salem
District 636305",ME,Mechanical Engineering,113,,,,,,
2641,"Varuvan Vadivelan Institute of Technology, Nallanahalli, Dharmapuri District 636701",EE,Electrical and Electronics Engineering,115,,,105,,,
2641,"Varuvan Vadivelan Institute of Technology, Nallanahalli, Dharmapuri District 636701",ME,Mechanical Engineering,111.5,,,,,,
2642,"P S V College of Engineeering and Technology,
Mittapalli, Balinayanapalli Post, Elathagiri, Krishnagiri District 635108",EE,Electrical and Electronics Engineering,,,,,125,,
2642,"P S V College of Engineeering and Technology, Mittapalli, Balinayanapalli Post, Elathagiri,
Krishnagiri District 635108",ME,Mechanical Engineering,110.5,,,,,,
2643,"Bharathiyar Institute of Engineering for Women, Deviayakurichi, Attur Taluk, Salem District
636112",EC,Electronics and Communication Engineering,115.5,,,,,,
2646,"Tagore Institute of Engineering and Technology,
Deviyakurichi, Attur Taluk, Salem District 636112",CS,Computer Science and Engineering,126,,,118,,,
2646,"Tagore Institute of Engineering and Technology, Deviyakurichi, Attur Taluk, Salem District
636112",EC,Electronics and Communication Engineering,124,,,,,,
2646,"Tagore Institute of Engineering and Technology, Deviyakurichi, Attur Taluk, Salem District
636112",EE,Electrical and Electronics Engineering,,,,,113,,
2646,"Tagore Institute of Engineering and Technology,
Deviyakurichi, Attur Taluk, Salem District 636112",ME,Mechanical Engineering,113,,,,,,
2647,"J K K Nataraja College of Engineering and Technology, Komarapalayam Amani, Thattankuttai Panchayat, Namakkal District
638183",ME,Mechanical Engineering,128,,,,,,
2648,"Annaporna Engineering College, Sankari Main Road, NH-47, Periaseeragapadi, Salem District
636308",EE,Electrical and Electronics Engineering,128.5,,,110,,,
2648,"Annaporna Engineering College, Sankari Main Road, NH-47, Periaseeragapadi, Salem District
636308",ME,Mechanical Engineering,138.5,,,,,,
2650,"Christ the King Engineering College, Cecilia Gardens, Chikkarampalayam Village,
Coimbatore District 641104",CE,Civil Engineering,,,,,114,,
2650,"Christ the King Engineering College, Cecilia Gardens, Chikkarampalayam Village,
Coimbatore District 641104",CS,Computer Science and Engineering,145,,,,,,
2650,"Christ the King Engineering College, Cecilia Gardens, Chikkarampalayam Village,
Coimbatore District 641104",EC,Electronics and Communication Engineering,133,,,,,,
2650,"Christ the King Engineering College, Cecilia Gardens, Chikkarampalayam Village,
Coimbatore District 641104",EE,Electrical and Electronics Engineering,117,,,,,,
2650,"Christ the King Engineering College, Cecilia Gardens, Chikkarampalayam Village,
Coimbatore District 641104",ME,Mechanical Engineering,,134,,,,,
2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam, Tiruppur District
638660",CE,Civil Engineering,,,,126,,,
2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam, Tiruppur District
638660",EC,Electronics and Communication Engineering,117.5,,,,,,
2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam, Tiruppur District
638660",EE,Electrical and Electronics Engineering,117,,,,,,
2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam, Tiruppur District
638660",ME,Mechanical Engineering,130.5,,,,,,
2652,"Al-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post,
Erode District 638104",CS,Computer Science and Engineering,,,,130,,,
2652,"Al-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post,
Erode District 638104",EC,Electronics and Communication Engineering,133.5,,,,,,
2652,"Al-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post,
Erode District 638104",EE,Electrical and Electronics Engineering,,141.5,,,,,
2652,"Al-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post,
Erode District 638104",ME,Mechanical Engineering,,,,,136,,
2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post, Salem District
637504",CS,Computer Science and Engineering,160,,,144,127,,
2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post, Salem District
637504",EC,Electronics and Communication Engineering,117,,,,,,
2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post, Salem District
637504",IT,Information Technology,135,,,,,,
2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post, Salem District
637504",ME,Mechanical Engineering,149.5,140,,131.5,,,
2657,"Paavai College of Technology, NH-7, Pachal Post, Namakkal District 637018",CS,Computer Science and Engineering,136,,,,124,,
2657,"Paavai College of Technology, NH-7, Pachal Post, Namakkal District 637018",EC,Electronics and Communication Engineering,123,,,,,,
2657,"Paavai College of Technology, NH-7, Pachal Post, Namakkal District 637018",ME,Mechanical Engineering,,,,,,110,
2659,"Salem College of Engineering and Technology, Salem-
Attur Main Road, NH-68, Mettupatty Perumapalayam, Salem District 636111",BM,Bio- Medical Engineering,,,,,137,,
2659,"Salem College of Engineering and Technology, Salem- Attur Main Road, NH-68, Mettupatty
Perumapalayam, Salem District 636111",CE,Civil Engineering,113.5,,,,,,
2659,"Salem College of Engineering and Technology, Salem- Attur Main Road, NH-68, Mettupatty
Perumapalayam, Salem District 636111",CS,Computer Science and Engineering,,,,136,,,
2659,"Salem College of Engineering and Technology, Salem- Attur Main Road, NH-68, Mettupatty
Perumapalayam, Salem District 636111",EC,Electronics and Communication Engineering,124.33,119,,,,,
2659,"Salem College of Engineering and Technology, Salem-
Attur Main Road, NH-68, Mettupatty Perumapalayam, Salem District 636111",EE,Electrical and Electronics Engineering,,124.5,,,,,
2659,"Salem College of Engineering and Technology, Salem- Attur Main Road, NH-68, Mettupatty
Perumapalayam, Salem District 636111",ME,Mechanical Engineering,120,,,117,,,
2661,"Vivekanandha College of Technology for Women, Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District
637205",CS,Computer Science and Engineering,121.5,,,,,,
2664,"Excel College of Engineering and Technology, Pallakapalayam, Sankari West Post, Namakkal
District 637303",TX,Textile Technology,131.5,,,,,,
2666,"The Kavery College of Engineering, M Kalipatti Post, Mecheri, Salem District 636453",BM,Bio- Medical Engineering,,,,,129,,
2683,"Shreenivasa Engineering College, B Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri
District 635301",BM,Bio- Medical Engineering,123.5,,,,,,
2683,"Shreenivasa Engineering College, B Pallipatti,
Bommidi, Pappireddipatti Taluk, Dharmapuri District 635301",EE,Electrical and Electronics Engineering,146.5,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode
District  638401",AU,Automobile Engineering,,125.5,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode
District  638401",CE,Civil Engineering,105.5,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode
District  638401",CS,Computer Science and Engineering,137.5,134.5,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode
District  638401",EC,Electronics and Communication Engineering,138,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode
District  638401",ME,Mechanical Engineering,146.5,118,,,,,
2702,"Bannari Amman Institute of Technology
(Autonomous), Sathyamanagalam, Erode District  638401",TX,Textile Technology,126.5,,,,,,
2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post,
Coimbatore District 641109",CS,Computer Science and Engineering,159.5,147,,,,,
2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post,
Coimbatore District 641109",EE,Electrical and Electronics Engineering,125,,,,,,
2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post,
Coimbatore District 641109",IT,Information Technology,143,141.5,,,,,
2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post,
Coimbatore District 641109",ME,Mechanical Engineering,134.5,,,,,,
2705,"C S I College of Engineering, Ketti, The Nilgiris 643215",ME,Mechanical Engineering,120,,,,,,
2706,"Dr. Mahalingam College of  Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",AU,Automobile Engineering,,,,,130,,
2706,"Dr. Mahalingam College of  Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",IT,Information Technology,139.5,,,,,,
2706,"Dr. Mahalingam College of  Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",ME,Mechanical Engineering,141.67,,,,,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode District
638057",BM,Bio- Medical Engineering,,,,150,,,
2707,"Erode Sengunthar Engineering College
(Autonomous), Thudupathi Post, Erode District 638057",CH,Chemical Engineering,126,,,,,,
2707,"Erode Sengunthar Engineering College
(Autonomous), Thudupathi Post, Erode District 638057",EC,Electronics and Communication Engineering,134,,,,,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode District
638057",EE,Electrical and Electronics Engineering,152.5,,,,,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode District
638057",IT,Information Technology,145.5,,,,,,
2707,"Erode Sengunthar Engineering College
(Autonomous), Thudupathi Post, Erode District 638057",ME,Mechanical Engineering,,,,,165,,
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode District
638057",RM,Robotics and Automation,141,,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032",AE,Aeronautical Engineering,169.5,,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032",CS,Computer Science and Engineering,144.5,,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032",EE,Electrical and Electronics Engineering,110,,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032",EI,Electronics and Instrumentation Engineering,139,,,,,,
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032",ME,Mechanical Engineering,114,111.5,,,,,
2709,"Institute of Road and Transport Technology, Vasavi College Post, Erode District 638316",EC,Electronics and Communication Engineering,127.5,,,,,,
2709,"Institute of Road and Transport Technology, Vasavi College Post, Erode District 638316",EE,Electrical and Electronics Engineering,153,,,,,,
2709,"Institute of Road and Transport Technology, Vasavi College Post, Erode District 638316",IT,Information Technology,161.5,,,,,,
2710,"Karpagam College of Engineering (Autonomous),
Othakkalmandapam, Coimbatore District 641032",CS,Computer Science and Engineering,143,,,,,,
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District
641032",EC,Electronics and Communication Engineering,143,,,,,,
2710,"Karpagam College of Engineering (Autonomous),
Othakkalmandapam, Coimbatore District 641032",IT,Information Technology,149,,,,,,
2710,"Karpagam College of Engineering (Autonomous),
Othakkalmandapam, Coimbatore District 641032",ME,Mechanical Engineering,128.5,,,,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",EC,Electronics and Communication Engineering,151,,,,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",EI,Electronics and Instrumentation Engineering,118.5,,,,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",ME,Mechanical Engineering,126,,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",AD,Artificial Intelligence and Data Science,,148.5,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",AU,Automobile Engineering,147,126,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",CE,Civil Engineering,167,148,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",CS,Computer Science and Engineering,168.5,,,148.5,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",EC,Electronics and Communication Engineering,152,138.5,,145.5,134,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",EE,Electrical and Electronics Engineering,121,,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",IT,Information Technology,144.5,141.5,,,,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",ME,Mechanical Engineering,172,153,,148.5,139,,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post,
Coimbatore District 641006",MZ,Mechatronics Engineering,,,,147,,,
2713,"M P Nachimuthu M Jagannathan Engineering College, Chennimalai, Erode District 638112",CS,Computer Science and Engineering,170,,,,134,,
2713,"M P Nachimuthu M Jagannathan Engineering College, Chennimalai, Erode District 638112",EC,Electronics and Communication Engineering,,103,,,,,
2715,"Nandha Engineering College (Autonomous), Pitchandampalayam Post, Erode District 638052",EE,Electrical and Electronics Engineering,111,,,,,,
2715,"Nandha Engineering College (Autonomous), Pitchandampalayam Post, Erode District 638052",IT,Information Technology,,,,127.5,169,,
2715,"Nandha Engineering College (Autonomous), Pitchandampalayam Post, Erode District 638052",ME,Mechanical Engineering,143.5,,,111.5,,,
2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore District 641659",IT,Information Technology,,,,127,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore
District 641008",CB,Computer Science and Business System,,,138,,,,
2718,"Sri Krishna College of Enginering and Technology
(Autonomous) , Kuniamuthur, Coimbatore District 641008",CE,Civil Engineering,,135,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore
District 641008",CS,Computer Science and Engineering,149.5,143.5,,,134,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore
District 641008",EE,Electrical and Electronics Engineering,143.5,,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore
District 641008",IT,Information Technology,136.5,,,,,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore
District 641008",ME,Mechanical Engineering,130,,,,,,
2718,"Sri Krishna College of Enginering and Technology
(Autonomous) , Kuniamuthur, Coimbatore District 641008",MZ,Mechatronics Engineering,120,,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore
District 641022",CS,Computer Science and Engineering,142.5,,,,119,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore
District 641022",IT,Information Technology,120,,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore
District 641022",ME,Mechanical Engineering,142,,,140.5,,,
2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District
641659",CE,Civil Engineering,,,,128.5,,,
2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District
641659",CS,Computer Science and Engineering,130.5,,,,,,
2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District
641659",ME,Mechanical Engineering,141,,,,117,,
2722,"Sri Krishna College of Technology (Autonomous)
, Kovaipudur Post, Coimbatore District 641042",IT,Information Technology,128,,,,,,
2722,"Sri Krishna College of Technology (Autonomous)
, Kovaipudur Post, Coimbatore District 641042",ME,Mechanical Engineering,130,126.5,,,,,
2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District
638009",CS,Computer Science and Engineering,163.5,148.5,,,,,
2723,"Velalar College of Engineering and Technology
(Autonomous), Thindal Post, Erode District 638009",IT,Information Technology,139,,,,,,
2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District
638009",ME,Mechanical Engineering,120,,,,,,
2726,"S N S College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035",EC,Electronics and Communication Engineering,151,,,,,,
2726,"S N S College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035",ME,Mechanical Engineering,,127,,144,,,
2729,"Nehru Institute of Engineering and Technology,
Thirumalayampalayam Post, Coimbatore District 641105",AE,Aeronautical Engineering,125,,,,,,
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District
641105",MZ,Mechatronics Engineering,114.5,,,,,,
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District
641402",EE,Electrical and Electronics Engineering,136,,,,,,
2731,"R V S College of Engineering and Technology,
Kannampalayam, Sulur, Coimbatore District 641402",ME,Mechanical Engineering,,125.5,,,,,
2732,"INFO Institute of Engineering, Sarkar Samakulam, Coimbatore District 641107",ME,Mechanical Engineering,131.5,,,,,,
2733,"Angel College of Engineering and Technology,
P.K.Palayam, Ugayanur Village, Tirupur District 641 665",FT,Fashion Technology,132.5,,,,,,
2734,"S N S College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post,
Coimbatore District 641107",CS,Computer Science and Engineering,,130,,,,,
2734,"S N S College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post,
Coimbatore District 641107",ME,Mechanical Engineering,134,,,,,,
2734,"S N S College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post,
Coimbatore District 641107",MO,"Mechanical and Mechatronics Engineering (Additive
Manufacturing)",132,,,,,,
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road,
Coimbatore District 641021",EE,Electrical and Electronics Engineering,135.5,,,,,,
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road,
Coimbatore District 641021",IT,Information Technology,,,,,,109.5,
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road,
Coimbatore District 641021",ME,Mechanical Engineering,,148.5,,,,,
2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035",BM,Bio- Medical Engineering,137.5,,,,,,
2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035",EC,Electronics and Communication Engineering,149.5,136,,,,,
2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035",EE,Electrical and Electronics Engineering,135,,,,,,
2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam Village, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109",CS,Computer Science and Engineering,138,119.5,,,,,
2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam Village, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109",EC,Electronics and Communication Engineering,,,,,109,,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District
641202",EE,Electrical and Electronics Engineering,136,,,,,,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District
641202",ME,Mechanical Engineering,139.5,,,,,,
2740,"Hindustan Institute of Technology (Autonomous), Othakkalmandapam,
Coimbatore District 641032",AU,Automobile Engineering,129,,,,,,
2740,"Hindustan Institute of Technology (Autonomous), Othakkalmandapam,
Coimbatore District 641032",ME,Mechanical Engineering,133,132,,,,,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore
District 642002",CE,Civil Engineering,,138.5,,,,,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi,
Coimbatore District 642002",CS,Computer Science and Engineering,128,,,,,,
2741,"P A College of Engineering and Technology
(Autonomous), Palladam Road, Pollachi, Coimbatore District 642002",EC,Electronics and Communication Engineering,135.5,,,,,,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi,
Coimbatore District 642002",ME,Mechanical Engineering,133,,,,,,
2743,"Dhanalakshmi Srinivasan College of Engineering, NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District
641105",CS,Computer Science and Engineering,,106.5,,,,,
2743,"Dhanalakshmi Srinivasan College of Engineering, NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District
641105",EC,Electronics and Communication Engineering,113.5,,,,,,
2743,"Dhanalakshmi Srinivasan College of Engineering, NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District
641105",ME,Mechanical Engineering,107,,,,,,
2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore District
641107",IT,Information Technology,113,,,,,,
2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai, K Mettupalayam Post,
Gobichettipalayam, Erode District 638455",CS,Computer Science and Engineering,121.33,,,,,,
2747,"Shree Venkateshwara Hi-Tech Engineering College,
Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District 638455",EE,Electrical and Electronics Engineering,110,,,,,,
2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai, K Mettupalayam Post,
Gobichettipalayam, Erode District 638455",ME,Mechanical Engineering,132.5,,,122,,,
2750,"Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore
District 641402",AE,Aeronautical Engineering,,,,,129,,
2750,"Kalaignar Karunanidhi Institute of Technology
(Autonomous), Kannampalayam, Coimbatore District 641402",EC,Electronics and Communication Engineering,162.67,145.5,,128,,,
2750,"Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore
District 641402",ME,Mechanical Engineering,133.5,121,,,,,
2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District 638052",CS,Computer Science and Engineering,115.5,,,,,,
2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District 638052",IT,Information Technology,,,,118,,,
